part_of_collection,budget,popularity,production_companies,release_month,release_year,revenue,runtime,spoken_languages,vote_average,vote_count,animation department,art department,camera and electrical department,cast,casting department,costume department,distributors,editorial department,music department,rating,visual effects,votes,genre,overview_length,tagline_length,plot_length,plot_outline_length,mpaa_rating_text_length,id,mpaa_rating_NR,mpaa_rating_PG,mpaa_rating_PG-13,mpaa_rating_R,overview_cluster_0,overview_cluster_1,overview_cluster_2,overview_cluster_3,overview_cluster_4,overview_cluster_5,overview_cluster_6,tagline_cluster_0,tagline_cluster_1,tagline_cluster_2,tagline_cluster_3,tagline_cluster_4,plot_cluster_0,plot_cluster_1,plot_cluster_2,plot_cluster_3,plot_cluster_4,plot_cluster_5,plot_cluster_6,plot_cluster_7,plot_cluster_8,plot_cluster_9,plot outline_cluster_0,plot outline_cluster_1,plot outline_cluster_2,plot outline_cluster_3,plot outline_cluster_4,plot outline_cluster_5,plot outline_cluster_6,plot outline_cluster_7,plot outline_cluster_8,plot outline_cluster_9,mpaa_rating_text_cluster_0,mpaa_rating_text_cluster_1,mpaa_rating_text_cluster_2,mpaa_rating_text_cluster_3,mpaa_rating_text_cluster_4,mpaa_rating_text_cluster_5,mpaa_rating_text_cluster_6,mpaa_rating_text_cluster_7,mpaa_rating_text_cluster_8,mpaa_rating_text_cluster_9,poster_path,pp
False,12000000,0.788842,3,4,2014,101332962,99.0,1,6.0,188,1.0,18.0,30.0,44.0,6.0,7.0,16.0,7.0,11.0,5.8,29.0,21928.0,Drama,378,18,605,131,60,236751,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236751,poster_images/236751-Heaven is for Real.jpg
False,0,0.206052,3,10,1988,0,182.0,1,6.6,11,0.0,4.0,7.0,60.0,0.0,1.0,18.0,1.0,2.0,7.7,1.0,3502.0,Drama - Thriller,389,0,482,161,0,24486,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24486,poster_images/24486-Jack the Ripper.jpg
False,62000000,0.268394,3,6,2008,41819064,87.0,1,4.3,194,1.0,26.0,41.0,110.0,4.0,15.0,18.0,20.0,31.0,3.8,135.0,44392.0,Comedy - Romance,301,17,742,280,86,12177,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12177,poster_images/12177-The Love Guru.jpg
False,0,0.282479,1,11,2011,0,18.0,1,6.3,45,12.0,0.0,0.0,6.0,0.0,0.0,1.0,3.0,2.0,6.4,4.0,1327.0,Comedy,255,15,502,80,0,79379,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79379,poster_images/79379-Book of Dragons.jpg
False,0,0.183532,4,4,2005,0,97.0,2,5.7,18,4.0,21.0,30.0,43.0,5.0,9.0,11.0,7.0,35.0,7.0,8.0,7720.0,Comedy - Drama,184,0,657,203,58,24363,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24363,poster_images/24363-House of D.jpg
False,0,1.085067,1,9,2014,0,96.0,1,6.0,41,1.0,24.0,48.0,55.0,2.0,7.0,6.0,13.0,23.0,6.2,45.0,2980.0,Family,456,158,1271,158,0,286875,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,286875,poster_images/286875-Paper Planes.jpg
True,4000000,2.373479,1,2,1953,87400000,77.0,1,6.9,958,60.0,0.0,0.0,23.0,0.0,0.0,44.0,1.0,6.0,7.3,7.0,94485.0,Action,242,35,283,116,0,10693,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10693,poster_images/10693-Peter Pan.jpg
False,0,0.189876,0,6,1958,0,69.0,1,5.4,5,0.0,0.0,0.0,37.0,0.0,0.0,3.0,0.0,3.0,3.5,2.0,953.0,Action,284,0,284,92,0,115054,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115054,poster_images/115054-The Space Children.jpg
False,3000000,0.323804,0,1,2008,0,94.0,2,6.6,6,0.0,5.0,14.0,43.0,3.0,1.0,5.0,1.0,3.0,5.8,7.0,2068.0,Thriller,108,0,368,110,35,14565,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14565,poster_images/14565-Love Lies Bleeding.jpg
False,20000000,0.176624,3,5,2004,0,165.0,3,4.9,9,0.0,30.0,30.0,61.0,7.0,4.0,11.0,8.0,3.0,4.6,58.0,3426.0,Action,212,64,619,212,0,53870,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53870,poster_images/53870-10.5.jpg
False,1500000,1.93989,1,9,1953,12000000,119.0,2,7.8,358,0.0,4.0,9.0,85.0,0.0,3.0,34.0,1.0,2.0,8.1,1.0,106502.0,Comedy - Romance,455,25,2079,104,0,804,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,804,poster_images/804-Roman Holiday.jpg
True,15000000,0.831311,4,6,2005,46770602,93.0,5,5.9,294,0.0,32.0,22.0,93.0,5.0,7.0,30.0,5.0,14.0,6.2,74.0,81010.0,Horror,291,33,259,148,79,11683,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11683,poster_images/11683-Land of the Dead.jpg
False,20000000,0.511361,4,4,1994,0,118.0,1,6.1,62,0.0,13.0,18.0,40.0,1.0,3.0,24.0,5.0,8.0,6.1,15.0,16282.0,Drama - Thriller,392,20,472,137,63,10447,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10447,poster_images/10447-No Escape.jpg
False,0,2.541506,3,11,2013,76586316,131.0,2,7.4,1111,0.0,55.0,62.0,40.0,7.0,32.0,31.0,11.0,27.0,7.6,30.0,105288.0,Drama,211,21,1381,219,56,203833,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203833,poster_images/203833-The Book Thief.jpg
False,25000000,0.619742,2,4,2006,5549200,96.0,1,5.6,121,0.0,192.0,49.0,40.0,3.0,17.0,18.0,8.0,8.0,5.7,42.0,20910.0,Drama - Thriller,179,29,308,104,8,1441,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1441,poster_images/1441-The Contract.jpg
False,0,0.188811,1,1,2011,0,15.0,1,7.6,27,16.0,26.0,8.0,0.0,0.0,0.0,2.0,2.0,3.0,8.0,12.0,4752.0,Action,669,0,551,116,0,86412,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86412,poster_images/86412-The Fantastic Flying Books of Mr Morris Lessmore.jpg
False,0,0.186956,0,3,2015,0,73.0,0,6.4,9,0.0,0.0,1.0,0.0,0.0,0.0,7.0,7.0,3.0,6.4,0.0,404.0,Documentary,589,0,145,145,0,324307,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324307,poster_images/324307-Sneakerheadz.jpg
False,82500000,2.52228,4,6,2006,237681299,107.0,3,5.9,1594,0.0,56.0,50.0,75.0,8.0,18.0,27.0,12.0,28.0,6.4,143.0,257089.0,Drama - Romance,190,58,604,190,63,9339,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9339,poster_images/9339-Click.jpg
False,25000000,2.278079,1,6,1987,76270454,119.0,1,7.6,1060,0.0,20.0,23.0,60.0,2.0,8.0,38.0,7.0,10.0,7.9,2.0,228241.0,Drama - Thriller,371,28,375,123,0,117,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,poster_images/117-The Untouchables.jpg
False,300000,0.505318,3,6,1965,0,105.0,1,7.5,170,0.0,2.0,3.0,22.0,0.0,0.0,23.0,1.0,4.0,7.8,0.0,37414.0,Drama - Thriller,404,79,1213,131,0,11481,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11481,poster_images/11481-Repulsion.jpg
False,0,0.778765,2,3,2015,0,100.0,1,0.0,0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,5.9,0.0,8.0,Drama,150,0,148,148,0,331443,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,331443,poster_images/331443-Ninja Party.jpg
False,0,0.230704,4,8,2014,0,91.0,3,7.1,42,0.0,4.0,9.0,9.0,0.0,3.0,12.0,3.0,1.0,7.2,1.0,4664.0,Drama,420,0,333,168,0,248212,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248212,poster_images/248212-Lilting.jpg
False,0,0.200685,0,3,2012,0,92.0,1,2.9,8,0.0,3.0,41.0,34.0,1.0,0.0,5.0,4.0,2.0,4.4,2.0,1285.0,Drama,369,0,211,211,45,89888,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89888,poster_images/89888-Wyatt Earp's Revenge.jpg
False,0,0.787632,3,5,2016,0,132.0,1,6.7,67,0.0,23.0,34.0,107.0,4.0,13.0,4.0,7.0,18.0,7.4,1.0,9234.0,Drama,280,16,564,162,0,347123,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,347123,poster_images/347123-All the Way.jpg
False,0,0.485692,4,5,1995,0,111.0,2,6.2,135,0.0,23.0,29.0,45.0,8.0,5.0,21.0,9.0,18.0,6.5,22.0,40027.0,Comedy - Romance,340,0,744,145,44,397,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,397,poster_images/397-French Kiss.jpg
False,0,0.349607,2,10,1978,0,96.0,1,4.6,13,0.0,1.0,3.0,27.0,0.0,1.0,8.0,1.0,4.0,4.6,0.0,2327.0,Action,354,0,354,108,0,39704,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39704,poster_images/39704-KISS Meets the Phantom of the Park.jpg
False,50000000,1.142435,1,7,1994,16671505,99.0,3,5.7,203,1.0,35.0,23.0,45.0,4.0,4.0,17.0,10.0,13.0,6.0,61.0,35250.0,Family,558,28,560,113,30,11212,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11212,poster_images/11212-Baby's Day Out.jpg
False,689665,0.883512,1,11,1941,0,90.0,1,7.9,84,2.0,3.0,7.0,98.0,3.0,3.0,10.0,1.0,7.0,8.1,1.0,19162.0,Drama - Romance,335,76,336,110,0,16305,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16305,poster_images/16305-Sullivan's Travels.jpg
True,0,0.397607,1,5,2015,0,103.0,1,3.6,106,0.0,3.0,6.0,52.0,0.0,2.0,5.0,0.0,0.0,2.9,1.0,9317.0,Horror,172,26,1017,172,0,94365,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94365,poster_images/94365-The Human Centipede 3 (Final Sequence).jpg
False,55000000,2.906786,6,9,2015,203427584,121.0,1,6.7,1412,0.0,36.0,77.0,63.0,4.0,10.0,28.0,20.0,18.0,7.1,380.0,152909.0,Drama,479,17,480,74,35,253412,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253412,poster_images/253412-Everest.jpg
False,3500000,0.886995,1,5,1972,12600000,116.0,1,7.1,126,0.0,3.0,2.0,47.0,0.0,2.0,29.0,1.0,2.0,7.5,1.0,32465.0,Thriller,112,54,256,112,0,573,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,573,poster_images/573-Frenzy.jpg
False,100000000,1.591983,4,12,2003,121975011,113.0,1,6.8,494,5.0,68.0,53.0,51.0,13.0,13.0,30.0,22.0,29.0,6.9,427.0,56208.0,Action,369,32,553,166,36,10601,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10601,poster_images/10601-Peter Pan.jpg
False,0,0.710648,2,1,2015,13603453,99.0,1,6.1,83,75.0,5.0,0.0,22.0,0.0,0.0,19.0,6.0,24.0,5.8,189.0,7569.0,Family,142,30,304,103,28,302429,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302429,poster_images/302429-Strange Magic.jpg
False,11000000,0.314747,10,5,2005,0,123.0,1,6.6,17,0.0,24.0,44.0,32.0,6.0,4.0,34.0,10.0,33.0,6.7,18.0,6605.0,Drama,319,0,503,90,25,3527,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3527,poster_images/3527-Don't Come Knocking.jpg
False,0,0.190712,3,8,2012,0,94.0,1,6.2,11,0.0,4.0,10.0,78.0,2.0,3.0,4.0,10.0,2.0,5.4,9.0,1955.0,Comedy,507,23,638,111,0,122843,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122843,poster_images/122843-The Wedding Video.jpg
False,12000000,0.839846,3,12,2001,31155435,93.0,1,6.4,168,0.0,11.0,12.0,62.0,4.0,2.0,10.0,7.0,6.0,6.3,1.0,44646.0,Comedy,408,40,444,147,56,8386,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8386,poster_images/8386-How High.jpg
False,11000000,0.177645,1,1,2001,13276953,81.0,1,5.6,47,0.0,13.0,16.0,61.0,6.0,2.0,14.0,6.0,10.0,5.6,1.0,11848.0,Comedy,445,54,860,167,54,16723,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16723,poster_images/16723-Sugar & Spice.jpg
True,13000000,2.725106,1,7,1987,53000000,102.0,1,7.0,1133,1.0,28.0,25.0,71.0,0.0,3.0,54.0,4.0,14.0,7.5,32.0,190152.0,Thriller,190,63,462,137,0,5548,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5548,poster_images/5548-RoboCop.jpg
False,0,0.17909,0,6,1997,0,91.0,1,0.0,0,0.0,0.0,4.0,16.0,1.0,0.0,3.0,0.0,1.0,4.7,0.0,151.0,Thriller,325,0,325,114,0,180573,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180573,poster_images/180573-Minotaur.jpg
False,3000000,0.218139,1,12,2014,0,93.0,1,4.8,29,0.0,8.0,16.0,25.0,0.0,2.0,2.0,2.0,0.0,4.6,3.0,2232.0,Horror,255,41,255,111,0,304613,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304613,poster_images/304613-Charlie's Farm.jpg
False,10000000,0.535176,5,10,2010,4349187,91.0,1,6.0,121,0.0,32.0,20.0,88.0,2.0,7.0,18.0,8.0,8.0,6.2,7.0,16840.0,Comedy,181,54,327,133,51,50204,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50204,poster_images/50204-Burke & Hare.jpg
True,27000000,1.914082,6,4,1984,20158808,102.0,1,7.0,694,0.0,16.0,21.0,20.0,0.0,9.0,28.0,11.0,7.0,7.4,38.0,105162.0,Drama,316,86,423,90,0,34584,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34584,poster_images/34584-The NeverEnding Story.jpg
False,0,0.337431,1,5,1989,0,113.0,1,6.3,3,0.0,18.0,14.0,24.0,1.0,3.0,9.0,2.0,5.0,6.3,1.0,971.0,Drama - Romance,532,0,525,118,0,41945,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41945,poster_images/41945-The Rainbow.jpg
