,Action,Comedy,Documentary,Drama,Family,Horror,Romance,Thriller
27,0.0194712970406,0.0133810611442,0.000259145541349,0.15982452035,0.00230283290148,0.277044683695,0.0266923978925,0.501024067402
28,0.0347972735763,0.680283129215,0.00030675160815,0.153403162956,0.00433808052912,0.0256584640592,0.00163077004254,0.0995823740959
29,0.00576707348228,0.012464530766,0.000115999464469,0.845086812973,0.00347450072877,0.000431322550867,0.064918294549,0.0677415207028
30,0.00714532984421,0.00471686478704,0.000274257705314,0.544794201851,7.81641792855e-05,0.0977071598172,0.000879574392457,0.344404459
31,0.0136017436162,0.00539532070979,0.000307065085508,0.274495244026,0.000241002519033,0.00066237692954,0.691329538822,0.013967663981
32,0.044812541455,0.0622676461935,0.00571021297947,0.868813216686,0.00197963044047,0.0031091698911,0.0101754106581,0.00313221523538
33,0.0263146366924,0.345342338085,0.000176206638571,0.335501849651,0.00550761353225,0.000381166086299,0.28584972024,0.000926467298996
34,0.0296362359077,0.00348160252906,0.000294145836961,0.955514848232,0.000393053953303,0.000181411305675,0.00567224062979,0.00482649961486
35,0.403418630362,0.057643648237,0.0174747947603,0.228460654616,0.0842613056302,0.186536192894,0.0134004671127,0.00880434736609
36,0.349212020636,0.0138108599931,0.000144782461575,0.0541191548109,0.429368823767,0.12314735353,0.0106044597924,0.0195925626904
37,0.247391134501,0.00438148761168,0.00366244837642,0.539086937904,0.00232791830786,0.00084653304657,0.0417878217995,0.16051569581
38,0.0161756053567,0.176917716861,0.000151597254444,0.0719347149134,0.000294580706395,0.429550975561,0.00493751838803,0.300037324429
39,0.0992724075913,0.0633720681071,0.000117159470392,0.0745170339942,0.000871086784173,0.00791761465371,0.012550720945,0.741381883621
40,0.00641951989383,0.937998950481,5.38507702004e-05,0.0061642783694,0.00770519813523,0.00298981997184,0.0316725336015,0.00699584931135
41,0.0613577328622,0.00703252526,0.000100636643765,0.0153726469725,0.894841909409,0.00128227425739,0.00291318306699,0.0170991197228
42,0.0547596476972,0.02724391222,6.64902472636e-05,0.00129058293533,0.902202665806,0.012222182937,0.00173944316339,0.000475134293083
43,0.00197444204241,0.961818218231,4.81996976305e-05,0.01009786129,0.0184886604548,0.000118675605336,0.00526029570028,0.00219372543506
44,0.00120824517217,0.00185670109931,0.000109997759864,0.984937608242,2.27316631936e-05,0.000338360841852,0.0011170222424,0.0104093896225
45,0.49859726429,0.0614904686809,0.000400471762987,0.0955350771546,0.0130462981761,0.0245028547943,0.029658311978,0.276769280434
46,0.118728898466,0.417880147696,0.00016451884585,0.0088799521327,0.00178050482646,0.399781197309,0.00327699887566,0.0495078340173
47,0.517409265041,0.1513389498,0.000308194750687,0.26724216342,0.00514988135546,0.0191951468587,0.0134314671159,0.0259249396622
48,0.0256497599185,0.0114199016243,0.000437414069893,0.0596087649465,0.31194087863,0.00094398309011,0.588100850582,0.00189841724932
49,0.118485212326,0.00328913354315,9.1437555966e-05,0.00108111381996,0.873434126377,0.000423840916483,0.00039381053648,0.00280128791928
50,0.181566819549,0.120664380491,0.00117473164573,0.120826281607,0.00690042693168,0.505140066147,0.00516296178102,0.0585643090308
51,0.245274171233,0.503202021122,0.000143313096487,0.159130975604,0.00610460015014,0.0434430912137,0.0129276728258,0.0297741182148
52,0.00278783286922,0.0204639025033,7.36507136025e-05,0.833354353905,0.000126225626445,8.75473342603e-05,0.132713869214,0.010392636992
53,0.00242835422978,0.200765177608,0.645264804363,0.135376811028,0.00299646751955,0.0047588958405,0.00132790731732,0.0070815840736
54,0.0364192798734,0.0323586016893,0.000232823978877,0.032566152513,0.000315396639053,0.257025688887,0.0180573053658,0.623024761677
55,0.228548884392,0.0768121629953,0.0599181801081,0.190485745668,0.189921572804,0.0776797160506,0.0535748042166,0.123058892787
56,0.931078255177,0.0180628523231,9.43131162785e-05,0.00584203423932,0.00105791166425,0.000718531373423,0.0138134565204,0.0293326936662
57,0.206647276878,0.472919583321,0.00246062828228,0.183600246906,0.022105185315,0.0260793734342,0.0298184435815,0.0563692376018
58,0.224004521966,0.119966045022,0.000487619894557,0.0345198512077,0.0336944833398,0.0503093115985,0.00560155697167,0.531416594982
59,0.000951623835135,0.0084105823189,5.30238357896e-05,0.920432150364,9.68613530858e-05,0.000368671375327,0.067166775465,0.00252030813135
60,0.711097180843,0.00549354963005,0.000148440172779,0.238757401705,0.00136406999081,0.0276338681579,0.0113831432536,0.00412236945704
61,0.13083589077,0.00165570236277,8.63322493387e-05,0.454362362623,0.000135196532938,0.0363914594054,0.000341244594892,0.37619176507
62,0.198499128222,0.0872922316194,0.00550906686112,0.432020455599,0.00474601751193,0.0524855442345,0.00929089169949,0.210156694055
63,0.367154926062,0.181374937296,0.18221591413,0.248072296381,0.00568969268352,0.00327711598948,0.00503221480176,0.00718291802332
64,0.105006113648,0.00465905992314,0.000570823554881,0.537602722645,0.00892489217222,0.203373715281,0.116791792214,0.0230708476156
65,0.205899968743,0.557403922081,0.000687260006089,0.146964207292,0.00189031020273,0.0141192879528,0.0347550585866,0.0382799990475
66,0.410386413336,0.207318872213,0.00774511462077,0.298767596483,0.0130585432053,0.0228972602636,0.0145270498469,0.0252991337329
67,0.0149566140026,0.964132547379,3.76287207473e-05,0.00267139240168,0.00267668394372,0.0112106697634,0.000852491124533,0.00346193136647
68,0.0130579527467,0.00368289090693,0.000713675050065,0.795237481594,0.0961349010468,0.00544392550364,0.0795255079865,0.00620366027579
69,0.00366588868201,0.0121995899826,3.61180209438e-05,0.000130251675728,0.979395627975,7.43779892218e-05,0.000888722715899,0.00360943656415
70,0.0218311119825,0.00173866248224,0.00178387516644,0.0190061386675,0.938169836998,0.000933639646973,0.0145851438865,0.00195155339316
71,0.549378395081,0.233827456832,0.000324292923324,0.0438836105168,0.0173534788191,0.15049482882,0.00355736538768,0.00118055788334
72,0.00389949511737,0.019477693364,0.00010549788567,0.188890621066,0.000348763307557,0.000574119796511,0.782741725445,0.00396206695586
73,0.00316407089122,0.105415128171,0.000115507325972,0.189916595817,0.00114736834075,0.000441922747996,0.691239058971,0.00856037065387
74,0.00287423445843,0.0118383718655,9.21666505747e-05,0.963263690472,0.00140151684172,0.0139863491058,0.0016862625489,0.00485733710229
75,0.018513334915,0.0523755252361,6.57649579807e-05,0.0769522115588,0.000395701237721,0.00476102530956,0.000610175600741,0.846326231956
76,0.0252658464015,0.210236310959,0.000675826391671,0.735992252827,0.00110481295269,0.000410520122387,0.0259046405554,0.000409745640354
77,0.245495721698,0.320616155863,0.0166049730033,0.0549003258348,0.326647043228,0.00534431496635,0.00191956304479,0.028471885249
78,0.427236199379,0.0215040519834,0.00161683908664,0.52005147934,0.000599593331572,0.0128883318976,0.00416659330949,0.0119369188324
79,0.0282045416534,0.306423962116,0.00534105068073,0.00213904725388,0.65053331852,0.00128845206928,0.00396741414443,0.00210223114118
80,0.00796930585057,0.0250096675009,0.000212288636249,0.183959618211,0.000201757095056,0.00077526899986,0.00769237754866,0.774179697037
81,0.00206772913225,0.00625491701066,5.71430337004e-06,0.0413219630718,0.000174921631697,3.14737808367e-05,0.950042665005,0.000100584591564
82,0.409259438515,0.0755457207561,0.000962295976933,0.291605114937,0.0870486795902,0.0448873974383,0.00690438272431,0.0837869942188
83,0.643596529961,0.114187300205,0.0030792474281,0.174725070596,0.00982459355146,0.00691673438996,0.0395714603364,0.00809907354414
84,0.0797757580876,0.0121912248433,0.000255064136581,0.168277218938,0.000133645880851,0.0309020522982,0.0102807367221,0.698184251785
85,0.00266175717115,0.630348980427,0.000313453288982,0.125051304698,0.000257229083218,0.0147805577144,0.00464327214286,0.221943423152
86,0.139300763607,0.0360613316298,0.00035392283462,0.064416013658,0.00374513026327,0.00713778520003,0.0290897283703,0.719895303249
87,0.00149429123849,0.0149546470493,0.000572191958781,0.882322132587,0.000140637304867,0.000228553093621,0.098411694169,0.00187588308472
88,0.00953178945929,0.0368342138827,0.000317560421536,0.761101007462,7.91742859292e-05,0.101969949901,0.00122625369113,0.0889400169253
89,0.485018372536,0.00134721212089,0.000440476636868,0.452664613724,0.00411140872166,0.0106148375198,0.00321414484642,0.0425889007747
90,0.316807210445,0.106878519058,0.00700037600473,0.44739151001,0.0129948016256,0.0254312399775,0.0324472263455,0.0510490871966
91,0.0279827266932,0.00350956665352,0.000212685074075,0.51453602314,0.000274066493148,0.00503507675603,0.0133261177689,0.435123801231
92,0.933949172497,0.0158848948777,0.000116415321827,0.0155273657292,0.000936715630814,0.000236462801695,0.00117390102241,0.0321751050651
93,0.0034353043884,0.00164825737011,5.81093590881e-05,0.967067658901,4.76737586723e-05,0.00231490959413,0.00326827936806,0.0221598278731
94,0.000961480429396,0.00816951692104,8.37469633552e-05,0.24928766489,7.93152212282e-05,0.000414838985307,0.740097045898,0.00090636475943
95,0.128269016743,0.00245414255187,0.00013143189426,0.558408200741,0.000923911575228,0.000937124947086,0.287591725588,0.0212844517082
96,0.326630204916,0.314900577068,0.000238078224356,0.185769036412,0.000710880442057,0.0149405356497,0.00912207737565,0.147688552737
97,0.290000319481,0.0129597876221,0.000654825009406,0.617880225182,0.00119677290786,0.00995122268796,0.0327012911439,0.0346555560827
98,0.0175224915147,0.0806741416454,0.000158805778483,0.655517041683,0.00013208395103,0.118630670011,0.00442406442016,0.12294074893
99,0.0476423725486,0.294179975986,0.000159301474923,0.100648529828,0.0005940074916,0.513010144234,0.00313546252437,0.040630210191
100,0.00287210941315,0.0357492491603,0.00022315690876,0.520520687103,0.000117771574878,0.0608810931444,0.0996155962348,0.280020385981
101,1.79444450623e-05,0.000656082062051,2.42496639657e-06,0.00024303610553,2.0678535293e-06,0.995700895786,4.53689572169e-05,0.00333212013356
102,0.0197984315455,0.58278465271,0.000556477578357,0.23387221992,0.0129468301311,0.0332830138505,0.0292641669512,0.0874942168593
103,0.0335899032652,0.432005733252,0.000460765440948,0.464226126671,0.0268850196153,0.00467924401164,0.0233089756221,0.0148441875353
104,0.00514064542949,0.00685791997239,0.000598371203523,0.902089595795,0.00572226010263,0.00234854430892,0.0142225213349,0.0630200728774
105,0.250402361155,0.160306543112,0.016844894737,0.477655231953,0.00181341904681,0.0130460383371,0.0708408504725,0.0090906592086
106,0.835440397263,0.00174639909528,0.00112353742588,0.0721003115177,0.0532639212906,0.000756461638957,0.00203685136512,0.0335320495069
107,0.00343401078135,0.00628804182634,0.000148855528096,0.882782280445,0.000238099251874,0.00173252203967,0.103081874549,0.00229430501349
108,0.0239637121558,0.0241276174784,0.00105741270818,0.515892326832,0.000830731354654,0.00388891529292,0.0787647143006,0.351474553347
109,0.000202599752811,0.00226339581423,0.000107984800707,0.97084659338,8.68314145919e-06,0.00208341074176,0.000413047149777,0.0240742582828
110,0.00102499744389,0.0879799500108,0.000283865141682,0.799403190613,7.45041761547e-05,0.00431012548506,0.101581305265,0.0053420169279
111,0.471443593502,0.0170132275671,0.000344235711964,0.444277346134,9.31649265112e-05,0.014011034742,0.00318310619332,0.0496342591941
112,0.340300530195,0.18170106411,0.000669779605232,0.261185407639,0.00259832199663,0.113658688962,0.00678377691656,0.0931024104357
113,0.0808347538114,0.435014933348,0.000915687298402,0.112980730832,0.00440435810015,0.0988426804543,0.104227520525,0.162779316306
114,0.320630282164,0.161320999265,0.002095090691,0.478406429291,0.00128856662195,0.00302051613107,0.0292314942926,0.00400657206774
115,0.117725603282,0.052882771939,0.0943749547005,0.238014385104,0.0465911030769,0.032823305577,0.416188329458,0.00139956979547
116,0.0183699838817,0.041704479605,0.16616922617,0.733979284763,0.00813075713813,0.00222131120972,0.0253424439579,0.00408248743042
117,0.194331482053,0.110543742776,0.000409372907598,0.565765738487,0.00579354772344,0.0447798296809,0.00294181215577,0.0754344761372
118,0.187105327845,0.0470368377864,0.000398149742978,0.4920963943,0.00113457581028,0.00561328046024,0.266345351934,0.000270024203928
119,5.35504987056e-05,0.00116217019968,5.89982046222e-05,0.995027720928,0.000105526509287,1.13939504445e-05,0.0035433662124,3.73394468625e-05
120,0.0152775514871,0.0427917018533,0.00256202300079,0.882007181644,0.00286307302304,0.0065475483425,0.0366280078888,0.0113228959963
121,0.0560422800481,0.0033085141331,0.00244305282831,0.918675124645,0.000516158761457,0.00112116383389,0.0150198377669,0.00287386053242
122,0.127718523145,0.123779647052,0.000623268424533,0.355191856623,0.00130313599948,0.00392636004835,0.0549926534295,0.332464575768
123,0.00257840449922,0.00059956475161,6.5728178015e-05,0.93219602108,8.3560065832e-05,0.000136014263262,0.0438042283058,0.0205364748836
124,0.00258629280142,0.0092296609655,2.36664127442e-05,0.0172232463956,5.15677238582e-05,3.79782431992e-05,0.915626347065,0.0552212037146
125,0.0128552876413,0.147024363279,0.0026238381397,0.298546344042,0.00236259307712,0.00723785394803,0.423624366522,0.105725310743
126,0.403866797686,0.0865425616503,0.00212586298585,0.0346299819648,0.407283216715,0.00834988616407,0.0120346592739,0.0451670065522
127,0.0224951580167,0.290164381266,0.000223849026952,0.0909401848912,0.000271884375252,0.0235163755715,0.00449650967494,0.567891657352
128,0.0417393036187,0.0133134452626,0.000191854633158,0.236542567611,0.000106911058538,0.000959846423939,0.654856920242,0.052289173007
129,0.000310363917379,0.00275628687814,0.000200846334337,0.989161968231,0.000120301621791,0.000113348498417,0.00648134015501,0.000855480669998
130,0.0027809406165,0.0076848291792,6.41367514618e-05,0.0574162863195,0.000636324170046,0.000390437955502,0.92703551054,0.00399149348959
131,0.00334829208441,0.0168092623353,0.000523098336998,0.314191251993,8.79359577084e-05,0.186596870422,0.0553598515689,0.423083424568
132,0.00027240763302,0.00276283826679,3.97475159843e-05,0.0223896186799,0.000613415671978,0.965025544167,0.000227207987336,0.00866920035332
133,0.000577596831135,0.806512057781,0.000237064901739,0.160944715142,0.000605031731538,0.00226982450113,0.014523406513,0.0143302883953
134,0.216162756085,0.0915516912937,0.000468912214274,0.334392875433,0.00175952038262,0.0404606163502,0.0519852899015,0.263218313456
135,0.148959755898,0.047010499984,0.000254684564425,0.0982474312186,0.00330956885591,0.483943104744,0.00143964518793,0.216835319996
136,0.00642127543688,0.0323689058423,0.000254662794759,0.768755972385,0.000606565386988,0.00211115530692,0.168526649475,0.0209548752755
137,0.00470449775457,0.0160344652832,0.000171194042196,0.802581727505,0.00018951423408,0.00138066383079,0.0363660752773,0.138571843505
138,0.195907562971,0.35755366087,0.000548421463463,0.0542044453323,0.0126522099599,0.000667216896545,0.280976176262,0.0974903106689
139,0.170561999083,0.633770465851,0.0004001481866,0.00546425580978,0.00847285427153,0.034535124898,0.00366177805699,0.143133401871
140,0.00221626600251,0.0103250900283,0.000592757714912,0.177545249462,0.000303338427329,0.605860769749,0.00552194612101,0.197634547949
141,0.69543671608,0.00933719612658,0.00041190822958,0.0657788068056,0.00182609190233,0.0498830191791,0.0154573386535,0.161868959665
142,0.0162698365748,0.792363107204,0.000413467118051,0.0485346987844,0.0145909963176,0.00752096204087,0.0695929303765,0.0507140159607
143,0.0296259894967,0.128059968352,0.00314065557905,0.653827011585,0.00138911872637,0.00666069565341,0.135414808989,0.0418817363679
144,0.0529146976769,0.802129805088,0.000350868445821,0.0431427434087,0.0429087989032,0.0336526855826,0.0128731615841,0.0120272552595
145,0.00691475020722,0.845452606678,9.4197668659e-05,0.0065622376278,0.0195833444595,0.106901526451,0.00670561101288,0.00778572959825
146,0.122875861824,0.280450075865,0.000466741534183,0.0705872774124,0.0065619261004,0.0380121916533,0.299114406109,0.181931510568
147,0.0189705211669,0.242795795202,0.000453639164334,0.38451385498,0.0347845479846,0.001204378088,0.304666996002,0.0126102892682
148,0.00716181006283,0.485992580652,0.00062570697628,0.175166592002,0.0576952546835,0.173582315445,0.049272723496,0.0505029857159
149,0.00642238697037,0.00806456338614,0.00136414100416,0.020391639322,0.941302239895,0.000203387782676,0.0193750075996,0.00287660839967
150,0.0114775635302,0.0228275097907,0.000498424749821,0.00568217970431,0.884889781475,0.00013974061585,0.0733221098781,0.00116267474368
151,0.0962093323469,0.00748367840424,0.000171008141479,0.538029253483,0.000269563286565,0.0839617028832,0.00105291884392,0.272822588682
152,0.260171324015,0.286368042231,0.00104290992022,0.249933704734,0.00385310244747,0.094666518271,0.0319739878178,0.0719904005527
153,0.0480247102678,0.00327265402302,0.000185900498764,0.297182023525,0.00273145968094,0.336177557707,0.0038938333746,0.308531850576
154,0.0193590354174,0.0281031429768,0.000479727634229,0.840467751026,0.00110056868289,0.00475146062672,0.101009421051,0.00472889374942
155,0.00215594028123,0.152522802353,0.000749580969568,0.725355386734,0.0243740249425,0.000378602911951,0.082635127008,0.0118285678327
156,0.0053818449378,0.417440801859,0.000614169577602,0.402208060026,0.000401090655942,0.0127680422738,0.15291441977,0.00827155075967
157,0.00144447281491,0.00859695207328,0.000157306101755,0.879575908184,0.000133945592097,0.000564390385989,0.108555778861,0.000971248431597
158,0.00531136197969,0.0923715829849,0.00301252282225,0.876834213734,0.000248042022577,0.00068039848702,0.0188329089433,0.00270897918381
159,0.017905652523,0.0114383855835,0.000740359595511,0.845061004162,0.000216546963202,0.00540499715135,0.0282350517809,0.0909980088472
160,0.0457463786006,0.0214092750102,0.000387974956539,0.808936357498,0.00147948099766,0.0555092766881,0.00408052373677,0.0624506622553
161,0.0105660427362,0.0128627913073,0.886755526066,0.0355129875243,0.0434977784753,0.00385614088736,0.00430328398943,0.00264549767599
162,0.00076322152745,0.121430382133,0.00238775997423,0.693078279495,0.00355201563798,0.0127366743982,0.159545063972,0.00650658458471
163,0.081930398941,0.343406021595,0.000739173206966,0.51319873333,0.00118501856923,0.000755975022912,0.05717305094,0.00161161436699
164,0.0204716473818,0.063172608614,0.000176688990905,0.845278263092,0.00385101977736,0.000692689267453,0.0654238387942,0.000933252915274
165,0.0343273468316,0.18602001667,0.000512685975991,0.0356905795634,0.00122935662512,0.236040666699,0.00582917779684,0.500350177288
166,0.0394816473126,0.0228112731129,0.000213748324313,0.782873272896,0.00281136413105,0.000337642239174,0.149115398526,0.00235558231361
167,0.0306901279837,0.0877233967185,0.00014841988741,0.376176744699,0.000781784125138,0.316082924604,0.00319578265771,0.185200795531
168,0.0310044884682,0.143276780844,0.0675528049469,0.68138229847,0.00236085196957,0.005268312525,0.0447728969157,0.0243815854192
169,0.00129440566525,0.0188127178699,0.00012985309877,0.931028723717,0.000273991317954,0.0144604109228,0.0114949652925,0.0225048735738
170,0.114559017122,0.619898438454,6.56514530419e-05,0.177245140076,0.00126223417465,0.000687212741468,0.0839027538896,0.00237955059856
171,0.474160671234,0.321912229061,0.00344145135023,0.141317486763,0.00594410905614,0.00473710475489,0.0403023473918,0.00818452984095
172,0.0160774104297,0.0549763403833,0.000338370562531,0.662096679211,0.000230346195167,0.0716497898102,0.0121182380244,0.182512789965
173,0.00213108328171,0.00564708607271,0.000209893856663,0.964472353458,0.000334009731887,0.000493676285259,0.0244549755007,0.00225699134171
174,0.218667328358,0.0498810112476,0.000326876994222,0.242176413536,0.000437487557065,0.237760394812,0.00089452980319,0.249856024981
175,0.00871004443616,0.00719199189916,0.000294505152851,0.335483253002,0.00309756025672,0.0554290115833,0.37380874157,0.215984866023
176,0.00663111871108,0.186393007636,7.47465310269e-05,0.0302394255996,6.5659689426e-05,0.756061434746,0.00540289934725,0.0151317361742
177,0.940530359745,0.000171857347596,2.73572113656e-05,0.026812762022,0.000452022737591,0.000152444015839,0.00072598294355,0.0311272293329
178,0.990639209747,0.00132403720636,4.34922221757e-05,0.00418454129249,0.000614507007413,7.12851760909e-05,0.000391916721128,0.00273105734959
179,0.0507393442094,0.001075974782,0.000920315505937,0.00780195835978,0.933992624283,0.000333404401317,0.00167253578547,0.00346385338344
180,0.0370015501976,0.305636882782,0.00072450254811,0.277582257986,0.0046477932483,0.00235755345784,0.361793994904,0.0102554252371
181,0.0159486178309,0.42671957612,0.00074138562195,0.115333922207,0.302456229925,0.000388084095903,0.10011819005,0.0382939651608
182,0.112285576761,0.0240527503192,0.000147881859448,0.417859375477,0.000267133902526,0.405841320753,0.00185775663704,0.0376881621778
183,0.0129059311002,0.0075555308722,0.000732035550755,0.54234790802,0.0130976233631,0.00640214653686,0.415696233511,0.00126259028912
184,0.012385754846,0.0298214554787,0.000165693156305,0.887462794781,7.18749506632e-05,0.00237330351956,0.0484423153102,0.019276779145
185,0.00231409980915,0.0482227392495,0.000109361324576,0.1499478966,9.98881878331e-05,0.00241861119866,0.00160516204778,0.795282244682
186,0.0528192147613,0.0421959161758,8.46083567012e-05,0.0162157732993,0.0016942640068,0.83685195446,0.00112844072282,0.0490098670125
187,0.753213047981,0.0233045071363,0.000389441178413,0.0902011096478,0.000948663568124,0.00125221081544,0.0882454365492,0.0424456000328
188,0.00904597807676,0.0222335252911,0.00107515684795,0.0512238182127,0.000144381410792,0.8564209342,0.0079299332574,0.0519262291491
189,0.0200441479683,0.158619388938,0.000735403213184,0.59941470623,0.000498944194987,0.00521571747959,0.19454883039,0.0209228843451
190,0.112564630806,0.49967327714,0.000164772936841,0.0439822785556,0.002538329456,0.150592654943,0.011546317488,0.178937673569
191,0.0178976338357,0.142732799053,0.000122435390949,0.0166399292648,0.00560317048803,0.707708239555,0.00176712893881,0.107528664172
192,0.0327084437013,0.0175465140492,0.00223249802366,0.801786601543,0.00159708363935,0.00733182020485,0.124918326735,0.0118787270039
193,0.00915308948606,0.207056596875,0.000390499189962,0.671949386597,0.000546502997167,0.00191306404304,0.0968959927559,0.0120949205011
194,0.0225297212601,0.0139912795275,0.000211159480386,0.176406234503,0.00132967531681,0.000679730146658,0.780673503876,0.00417863996699
195,0.0277287382632,0.128716468811,0.000248438125709,0.279151856899,0.00852182973176,0.00171603856143,0.103791713715,0.450124919415
196,0.0140406377614,0.324305742979,0.0715532377362,0.339728295803,0.00185603555292,0.025224076584,0.0401705540717,0.183121442795
197,0.289523839951,0.157430782914,0.000326170702465,0.125780120492,0.000992995337583,0.0516009069979,0.00736621255055,0.366979002953
198,0.466592282057,0.0147448992357,0.000445765210316,0.0824516937137,0.00171557068825,0.105246782303,0.110016644001,0.218786358833
199,0.0295889768749,0.516348600388,0.000897723075468,0.344653010368,0.0238768216223,0.0184936318547,0.0325169302523,0.0336242541671
200,0.0355361402035,0.301029235125,0.00146047666203,0.559462964535,0.0514163300395,0.00599183794111,0.0412392430007,0.00386377656832
201,0.0152058945969,0.0757799521089,0.000468460057164,0.828320026398,0.017636096105,0.0224453322589,0.0278504230082,0.0122937848791
202,0.0149836717173,0.0627143606544,0.026442181319,0.800319731236,0.0067025446333,0.0355406366289,0.049273878336,0.0040229591541
203,0.00823695026338,0.00189827661961,0.00044330424862,0.334069699049,0.000282515364233,0.000218778339331,0.653776288033,0.00107422959991
204,0.0350321643054,0.00277513894252,0.000951389258262,0.943777620792,0.000137213835842,0.00137100042775,0.00801519211382,0.00794030539691
205,0.0157406609505,0.63746881485,0.000300731364405,0.285160273314,0.0013359230943,0.0053723892197,0.0282390173525,0.0263821426779
206,0.013651099056,0.059178147465,0.000503083283547,0.698523640633,0.000279689615127,0.0201318152249,0.150349646807,0.0573829226196
207,0.0737098827958,0.00365252303891,0.701204538345,0.170829087496,0.000584161258303,0.000170843966771,0.0477337166667,0.00211523100734
208,0.00119508779608,0.0168265402317,0.000143244731589,0.946714162827,4.45958430646e-05,6.46239859634e-05,0.0341339968145,0.00087771267863
209,0.0588242150843,0.134768590331,0.00115855725016,0.768787145615,0.00225143856369,0.000119811222248,0.0318337604403,0.00225649634376
210,0.00122925348114,0.128333255649,9.46449654293e-05,0.866879284382,0.000200709357159,0.000303590582917,0.002500342438,0.000458887923742
211,0.00449573248625,0.590371012688,0.000750224338844,0.194305434823,0.00936996471137,0.000817112391815,0.197895973921,0.00199456210248
212,0.00885530933738,0.670822560787,0.000113292502647,0.122781597078,0.00157333002426,0.0026589082554,0.187372297049,0.00582270184532
213,0.0234205089509,0.0469876006246,0.000339561927831,0.772738158703,0.00404456444085,0.000580565305427,0.140629842877,0.0112591963261
214,0.00440534902737,0.0420009419322,0.000299647421343,0.213048234582,0.000784846837632,0.0306570865214,0.00725587131456,0.701547980309
215,0.305142581463,0.00603440962732,0.000332887255354,0.0183303393424,0.661510765553,0.000301717605907,0.00265218829736,0.00569512229413
216,0.0234117135406,0.0353263095021,0.000364658568287,0.228482022882,0.000409722473705,0.550304412842,0.0043692458421,0.157331883907
