Action,Comedy,Documentary,Drama,Family,Horror,Romance,Thriller
0.0617875680327,0.401370197535,0.000326377921738,0.0806017369032,0.00461911642924,0.244067832828,0.168971389532,0.0382558070123
0.00732016004622,0.403016090393,0.000399213837227,0.455028891563,0.000251454184763,0.00153869995847,0.102946043015,0.0294994078577
0.00566142564639,0.00145849620458,0.000261575012701,0.964787602425,0.000478640664369,0.000105158833321,0.0267659518868,0.000481134862639
0.00970698613673,0.00376326148398,0.000278462626738,0.943997919559,0.000161324816872,0.00135403196327,0.0183207243681,0.0224173236638
0.00390979647636,0.00874599069357,0.936543107033,0.0263332352042,0.0166006442159,0.00153817306273,0.00260494300164,0.00372407818213
0.0781118050218,0.0389342978597,0.0223135668784,0.535601198673,0.00317191588692,0.168765291572,0.0926410853863,0.0604608021677
0.510624170303,0.0246785227209,0.00210891244933,0.191917896271,0.0127084646374,0.0142570342869,0.0242372751236,0.219467699528
0.216531336308,0.153348818421,0.0024514507968,0.0807654261589,0.0155696542934,0.00362085411325,0.493382394314,0.0343300662935
0.0064668324776,0.178796008229,0.00018274463946,0.215437278152,0.00447624130175,0.000641056802124,0.104553364217,0.489446461201
0.302375584841,0.0153165496886,0.00172000715975,0.565932810307,0.00117859151214,0.00299951131456,0.0965929701924,0.0138840042055
0.00498756906018,0.146734714508,0.00300176232122,0.00143367936835,0.842159032822,0.000647275999654,0.000604195869528,0.000431770284194
0.255070626736,0.00302932504565,0.00117080670316,0.71571624279,0.000654018251225,0.00276574702002,0.00695893121883,0.0146342758089
0.0323857553303,0.00301811564714,0.000146008562297,0.881995379925,0.000592612836044,0.00372389098629,0.0599782131612,0.0181600414217
0.0336559638381,0.565761268139,0.00030542438617,0.072111658752,0.000389728345908,0.0492707565427,0.00382969132625,0.274675488472
0.0226589404047,0.317424446344,0.000729942577891,0.0675229206681,0.000645090243779,0.532783508301,0.010882332921,0.0473527833819
0.00473063066602,0.536498486996,0.00060250540264,0.159738600254,0.000901179620996,0.261904597282,0.0147231891751,0.0209008567035
0.135546207428,0.0156028512865,0.00029684274341,0.0894391089678,0.00491443881765,0.555120110512,0.134209573269,0.0648708716035
0.00290478393435,0.000245087838266,0.991180896759,0.00341556663625,0.000420807133196,0.00132944597863,2.19770045078e-05,0.000481441762531
0.80503988266,0.0321340709925,0.00150389759801,0.0797357037663,0.0574164018035,0.00166795146652,0.00998972542584,0.0125123457983
0.00890524219722,0.217132747173,0.00314198620617,0.230140343308,0.0432150997221,0.0159839596599,0.474640756845,0.00683986023068
0.322283893824,0.190509572625,0.00026619140408,0.0257040765136,0.363577097654,0.0146944411099,0.00962981116027,0.0733349248767
0.00697723310441,0.0667708441615,0.00783463567495,0.00666105048731,0.907914996147,0.000268213974778,0.00312774232589,0.00044522783719
0.0108464043587,0.94174015522,0.000116832277854,0.00410719914362,0.000208279234357,0.00254197814502,0.00281409174204,0.0376250818372
0.0920298248529,0.0792271718383,0.00057391973678,0.167136400938,0.0013505758252,0.0701417028904,0.0556372180581,0.533903181553
0.00210666004568,0.0102583840489,0.337786912918,0.628031730652,0.00278967129998,0.00079192785779,0.0160147920251,0.00221993867308
0.0131010366604,0.011021095328,0.00171716080513,0.700711548328,0.00125899247359,0.063007466495,0.0436760149896,0.165506720543
0.0163072701544,0.282942473888,0.0043799164705,0.0544387474656,0.552951753139,0.00542920082808,0.06895493716,0.0145956510678
0.0124175297096,0.0166273023933,0.000275794474874,0.171106427908,0.00191732286476,0.34551769495,0.0358823053539,0.416255623102
0.156177222729,0.187126204371,0.000991830253042,0.359653502703,0.00812594778836,0.0682706460357,0.0103004407138,0.209354192019
0.00927441101521,0.0141261247918,0.000231397134485,0.836859047413,0.00384384486824,0.000476439890917,0.0873296484351,0.0478590652347
0.0107855340466,0.00921649020165,0.000517604523338,0.397523880005,0.000201290022233,0.296575933695,0.00405451329425,0.281124711037
0.00609154673293,0.00926541723311,0.00045144604519,0.269850939512,0.000675056711771,0.00260188570246,0.704794168472,0.00626957276836
0.0446649044752,0.029341166839,0.0341768711805,0.718775749207,0.0193144120276,0.036316473037,0.0855551734567,0.0318552777171
0.0186716392636,0.21727219224,0.000268566480372,0.29715052247,0.014815505594,0.00111232663039,0.447415798903,0.00329343532212
0.0574951916933,0.0120138153434,0.00160629209131,0.879988729954,0.00327413366176,0.00210048723966,0.035874646157,0.00764667009935
0.200858667493,0.248108536005,0.022908013314,0.185272037983,0.115860857069,0.104873888195,0.0834721326828,0.0386458598077
0.300802052021,0.0205048061907,0.000378916185582,0.0972630232573,0.349119246006,0.146676510572,0.0269276890904,0.0583277419209
0.548928439617,0.00350668467581,0.00181109237019,0.234392687678,0.00131576135755,0.000903713342268,0.0368935577571,0.172248110175
0.0196826793253,0.245984345675,0.00042476184899,0.121242336929,0.000631860806607,0.287322700024,0.0163197666407,0.308391541243
0.0582837462425,0.0940341278911,0.00031456493889,0.116458676755,0.00140557100531,0.020087480545,0.0217728260905,0.687642991543
0.00765871163458,0.848469614983,0.000135703274282,0.008519471623,0.008146783337,0.00430509075522,0.114781536162,0.00798307918012
0.0744525715709,0.0065171122551,0.000395039154682,0.030215755105,0.831350326538,0.00283704744652,0.0125881638378,0.0416439920664
0.0235183369368,0.0352606289089,0.000254904327448,0.00150393915828,0.931194067001,0.00498220790178,0.00195117411204,0.00133466080297
0.00241496739909,0.908743441105,0.00011521011038,0.0493619553745,0.0119784995914,0.00042320866487,0.0221925321966,0.00477013271302
0.00616777315736,0.00220070080832,0.000248355325311,0.970565676689,5.21396395925e-05,0.000947685621213,0.00673723081127,0.0130804376677
0.628360629082,0.0823835432529,0.000228575372603,0.0459246523678,0.00519986636937,0.0105074262246,0.0330135859549,0.194381713867
0.0507969744503,0.431314975023,0.000325309636537,0.0174812562764,0.00207345443778,0.357355952263,0.0129034295678,0.127748653293
0.282900184393,0.149376019835,0.000841230677906,0.395324587822,0.00792170502245,0.0548845343292,0.0567234382033,0.0520283281803
0.0161002296954,0.0182928014547,0.000335677759722,0.106676831841,0.193007007241,0.00255310535431,0.660258293152,0.00277604884468
0.066086396575,0.0144185749814,0.00029310490936,0.000948155939113,0.915096461773,0.000490625796374,0.00063305045478,0.00203360570595
0.15488050878,0.127017736435,0.00352829298936,0.0393984615803,0.0103147681803,0.356697052717,0.048462100327,0.259701102972
0.159061267972,0.3675776124,0.00041269272333,0.123394571245,0.00810728780925,0.2265778929,0.0301835797727,0.0846851095557
0.00648803263903,0.0911564975977,0.000283576606307,0.622980952263,0.000571224605665,0.00157912750728,0.218962043524,0.0579785481095
0.00902742426842,0.112483389676,0.710287749767,0.102980822325,0.00708348350599,0.0266360063106,0.00653262156993,0.0249684434384
0.0348867252469,0.0195708498359,0.000268157717073,0.0409629568458,0.000452436099295,0.243062868714,0.0241442807019,0.636651754379
0.0758823305368,0.0866343900561,0.0297915991396,0.301388025284,0.31743144989,0.0667479857802,0.0421011671424,0.0800230354071
0.865995287895,0.0181732922792,8.26087780297e-05,0.0181734394282,0.00104420667049,0.0014187428169,0.0649878755212,0.0301245898008
0.156847521663,0.486888796091,0.0042107142508,0.127671912313,0.0208556242287,0.0254250280559,0.0554537288845,0.122646704316
0.109435193241,0.100446686149,0.00134895602241,0.0569120161235,0.0474720709026,0.0275734104216,0.0273355673999,0.629476070404
0.00582765974104,0.0312138088048,0.000266625167569,0.83831512928,0.000330571783707,0.000739047070965,0.117341868579,0.00596523284912
0.607771813869,0.0159433744848,0.00112759391777,0.125567778945,0.00530345365405,0.142219439149,0.0382494479418,0.0638170912862
0.0881722569466,0.000805386865977,9.56091753324e-05,0.160799562931,0.000114390146337,0.020353294909,0.000890163471922,0.728769361973
0.235951423645,0.0434224717319,0.0047216899693,0.281822860241,0.00368120148778,0.0765361115336,0.013880783692,0.339983403683
0.153473421931,0.0790793448687,0.25101518631,0.358831018209,0.0299352817237,0.0107349250466,0.0942920222878,0.0226388350129
0.0495719276369,0.0131810680032,0.00122873717919,0.741515398026,0.0238413717598,0.0912381112576,0.0497491620481,0.0296742301434
0.0944694802165,0.559605777264,0.00120927998796,0.149505704641,0.00150354590733,0.0221066065133,0.12764801085,0.0439515560865
0.435736089945,0.179696381092,0.00930791907012,0.219849780202,0.0212357714772,0.034527298063,0.0349306985736,0.0647160634398
0.0326532758772,0.90114659071,0.000193507876247,0.00402179919183,0.00525901373476,0.0382879711688,0.00466308416799,0.0137747349218
0.01189187821,0.00446422863752,0.000430914253229,0.81297904253,0.0973216369748,0.00186912156641,0.0635692849755,0.00747389439493
0.0147491618991,0.14171436429,0.000109753476863,0.00314759532921,0.813649237156,0.00103402358945,0.00749852927402,0.0180973690003
0.0411201454699,0.00478279823437,0.00812905933708,0.0319119878113,0.879290401936,0.00202882266603,0.0317301340401,0.00100664771162
0.164636671543,0.264693886042,0.00114313559607,0.0853005200624,0.0417728722095,0.414461344481,0.0194171052426,0.00857450254261
0.00397153897211,0.0471537448466,0.000535158789717,0.215713530779,0.000440252246335,0.00248883105814,0.72079795599,0.00889897346497
0.00303146196529,0.22524382174,0.000139663388836,0.149018242955,0.00268953526393,0.00144378701225,0.589766919613,0.0286665800959
0.011674137786,0.0712682232261,0.00026812183205,0.844737529755,0.00309764407575,0.0292361713946,0.0214301999658,0.0182879790664
0.0530547983944,0.0303177889436,9.38668963499e-05,0.0912667810917,0.000384668033803,0.00515345623717,0.00216479180381,0.817563831806
0.0218358580023,0.0812277123332,0.00272232410498,0.765751600266,0.00803209003061,0.00189581816085,0.115105435252,0.00342920864932
0.150487750769,0.313242346048,0.0273356940597,0.0994065478444,0.355889171362,0.00642347009853,0.0187963340431,0.0284187085927
0.25893047452,0.0171572044492,0.00283853150904,0.601102232933,0.00391782121733,0.0730670839548,0.0152300707996,0.0277565419674
0.0192708075047,0.239147752523,0.0079389270395,0.00131555530243,0.717880249023,0.00205618259497,0.00677767489105,0.00561285624281
0.0213444065303,0.0198318734765,0.000214633560972,0.278622627258,0.000502069713548,0.00106816168409,0.0172752346843,0.661140978336
0.00428891694173,0.00612191157416,4.38714887423e-05,0.105946958065,0.00045544366003,0.000131779437652,0.88262784481,0.000383293285267
0.22244118154,0.160475760698,0.00108443945646,0.311044156551,0.0958377867937,0.0243291016668,0.0255173742771,0.159270241857
0.167826771736,0.503999650478,0.00528078759089,0.11990917474,0.0224095582962,0.0183920059353,0.124606199563,0.0375758931041
0.056847974658,0.0349867530167,0.000355304742698,0.482855618,0.000287279952317,0.040971878916,0.0243617836386,0.35933342576
0.00652994262055,0.451137274504,0.000346053828252,0.0797396525741,0.000341880659107,0.0115202665329,0.0147229032591,0.435662001371
0.111456029117,0.0500636100769,0.000589761824813,0.035898424685,0.0066070985049,0.014223084785,0.199673235416,0.581488788128
0.00240883557126,0.059599250555,0.0014046713477,0.732727408409,0.000425142527092,0.000757389119826,0.199737891555,0.00293935881928
0.0163136851043,0.0189240518957,0.000221893104026,0.877582192421,0.000138627452543,0.0373911708593,0.00260020466521,0.046828199178
0.71098536253,0.00157995615155,0.000263570982497,0.165964961052,0.00744757428765,0.0161731112748,0.0143919624388,0.0831934884191
0.268658488989,0.108555227518,0.0190027840436,0.418042421341,0.0108188148588,0.0364295989275,0.0732857510448,0.0652069151402
0.02462580055,0.00344099919312,0.000201397939236,0.682569503784,0.000465555378469,0.00358177535236,0.0397279597819,0.245386987925
0.800227344036,0.0166999865323,0.000446301972261,0.0133872022852,0.00141527014785,0.000253209611401,0.00366001622751,0.163910657167
0.00746733276173,0.00364584266208,0.000177434994839,0.942503035069,0.000160859810421,0.00476515758783,0.0111167589203,0.0301635824144
0.0019474622095,0.0128305470571,6.32330120425e-05,0.277991890907,0.000131024600705,0.000565626949538,0.705990076065,0.000480104063172
0.0581750422716,0.00239457678981,0.000238238353631,0.811708569527,0.00139559654053,0.00192646868527,0.113947838545,0.0102136451751
0.0987686365843,0.203453883529,0.000463967822725,0.35357439518,0.00101401668508,0.0229778178036,0.0127897383645,0.306957542896
0.228006407619,0.0326478593051,0.0012677826453,0.508441865444,0.00458754459396,0.0152068063617,0.132354795933,0.0774869546294
0.00596339302137,0.139912948012,0.000426116166636,0.305815011263,0.000584868888836,0.229382410645,0.0109210228547,0.306994199753
0.116412706673,0.332608968019,0.000385283579817,0.116623878479,0.00118711474352,0.380247712135,0.00605257041752,0.0464817434549
0.00888888910413,0.0302763339132,0.000639902311377,0.69565653801,0.000353624287527,0.0358656011522,0.0487556569278,0.179563447833
8.9237721113e-05,0.00123620312661,5.95864912611e-06,0.000238828244619,1.03741367639e-05,0.995596706867,0.000174486514879,0.00264824344777
0.0295860804617,0.456920295954,0.00138505850919,0.197868093848,0.0273881759495,0.0506421998143,0.136412203312,0.0997978895903
0.0360131151974,0.499265253544,0.00105282280128,0.232221379876,0.0204874593765,0.0142051922157,0.126858890057,0.0698959156871
0.0112819094211,0.0102448733523,0.000802681199275,0.869619607925,0.00880386959761,0.00595518993214,0.056273393333,0.037018481642
0.0611168779433,0.121738836169,0.0329076424241,0.636612951756,0.00332161551341,0.009984661825,0.125735014677,0.0085823982954
0.412034809589,0.00250836019404,0.0023977002129,0.413841992617,0.0905460566282,0.000957376149017,0.010893817991,0.0668199062347
0.0044885603711,0.028180912137,0.000748316699173,0.58429723978,0.0021578904707,0.00491301482543,0.36630320549,0.0089108068496
0.0207710955292,0.0186621192843,0.000400648888899,0.599955797195,0.000778272282332,0.00489482423291,0.169076934457,0.185460314155
0.00209929887205,0.00663203047588,0.000410094973631,0.940119385719,4.92690342071e-05,0.00507296342403,0.00153289316222,0.0440841205418
0.00132390251383,0.0455719567835,0.000434888992459,0.8760227561,0.000291261909297,0.00586109096184,0.0674418359995,0.00305234175175
0.229022100568,0.0574656315148,0.000680764671415,0.426601797342,0.000308695714921,0.0533133223653,0.0140253817663,0.218582302332
0.236452624202,0.287456095219,0.000971629982814,0.229565143585,0.0071481144987,0.0720689147711,0.0137398326769,0.152597650886
0.0777322873473,0.488238483667,0.000762794399634,0.135608956218,0.00433585140854,0.123894818127,0.085358582437,0.0840682461858
0.0754647701979,0.367972642183,0.00588858360425,0.327144771814,0.00598338898271,0.0179190598428,0.167930498719,0.0316963344812
0.361218333244,0.0581273548305,0.0872520431876,0.189182117581,0.0572940185666,0.0437812507153,0.20009586215,0.00304897432216
0.0162876360118,0.037905100733,0.287826776505,0.491162985563,0.0218914020807,0.0071883816272,0.1192785725,0.0184591617435
0.283799946308,0.268052041531,0.0010266629979,0.254131704569,0.00319842854515,0.0499843582511,0.0308116581291,0.108995199203
0.0847363695502,0.0659432783723,0.00136261316948,0.420929789543,0.00382110918872,0.0205851644278,0.399372369051,0.00324925943278
0.000618070596829,0.00222770078108,0.000207574747037,0.981689929962,0.000420611148002,6.6737367888e-05,0.0145789571106,0.00019044423243
0.0287620890886,0.152850776911,0.0175613965839,0.612225532532,0.015318673104,0.0321734435856,0.0932291969657,0.047878883779
0.126671716571,0.0196480043232,0.00822468660772,0.791046380997,0.00186041160487,0.00756938848644,0.0296119339764,0.0153674371541
0.0544235482812,0.124126583338,0.000794354011305,0.371238917112,0.00321919028647,0.0081106889993,0.101164489985,0.336922228336
0.00540718063712,0.00440432364121,0.000158667506184,0.848839044571,0.000489169091452,0.00088132097153,0.0975719243288,0.0422483123839
0.00361689273268,0.0160285104066,7.93024300947e-05,0.056592669338,0.000210854923353,0.000162671480211,0.869852125645,0.0534569397569
0.0148415993899,0.0968441441655,0.00234522670507,0.250722914934,0.00631602713838,0.00720881065354,0.500043392181,0.121677927673
0.187687024474,0.112877063453,0.00150773685891,0.054853182286,0.491219192743,0.0140102030709,0.0133047867566,0.124540835619
0.0337430164218,0.3051443398,0.000410570530221,0.0739783495665,0.000806239666417,0.0450776517391,0.0129940211773,0.527845859528
0.0290402267128,0.0270794611424,0.000557662453502,0.421618163586,0.000384093582397,0.00134491012432,0.482679963112,0.0372955650091
0.000456461129943,0.00242462940514,0.000584335415624,0.948889911175,0.000183910771739,0.000230537014431,0.0459384471178,0.00129174534231
0.00553630432114,0.0232707373798,0.000413066329202,0.14704759419,0.00257494719699,0.00299376109615,0.7810151577,0.0371484011412
0.00725170969963,0.0351294279099,0.000525178678799,0.379116982222,0.000371229165467,0.229507341981,0.102178998291,0.245919108391
0.00108986010309,0.0153191592544,0.000309668655973,0.0724830552936,0.00321983592585,0.854588568211,0.00337421591394,0.0496155954897
0.00257653254084,0.732347309589,0.0011307928944,0.112291872501,0.0016884226352,0.00743455253541,0.124321192503,0.0182092841715
0.144672706723,0.0425292178988,0.000598154671025,0.26551425457,0.00123237178195,0.0676686391234,0.0379039421678,0.439880728722
0.167840436101,0.0457114689052,0.000632953771856,0.297999978065,0.00454327650368,0.256112903357,0.00418351124972,0.222975447774
0.00428754929453,0.0844785571098,0.000381660123821,0.760485470295,0.00114994193427,0.0107987653464,0.100132733583,0.0382852964103
0.00757641624659,0.0412411205471,0.000763355579693,0.795966804028,0.000734617875423,0.00457063876092,0.112391039729,0.0367559865117
0.136247232556,0.444289118052,0.000315516459523,0.0187550932169,0.0146880643442,0.0016632337356,0.268191277981,0.115850403905
0.087740406394,0.853416502476,0.000156733935,0.00623106956482,0.00451796874404,0.00805252604187,0.0029433153104,0.0369414463639
0.00253256200813,0.0138186709955,0.00110348081216,0.22145806253,0.00101071980316,0.377219319344,0.00763694103807,0.375220239162
0.604853153229,0.00673879124224,0.000504027877469,0.131670564413,0.00383083475754,0.0768012851477,0.0195382125676,0.156063139439
0.027971195057,0.655554950237,0.000413055618992,0.0989628434181,0.0201228130609,0.0171144977212,0.120984427631,0.0588761791587
0.0433530248702,0.0520923435688,0.00358735444024,0.554837465286,0.00454805931076,0.0166582129896,0.255859941244,0.0690635964274
0.095717549324,0.701355099678,0.000542071124073,0.0271738134325,0.0802135467529,0.037876714021,0.0424637123942,0.0146575374529
0.0201410092413,0.667851924896,0.000255573308095,0.0281378719956,0.0685938000679,0.155271843076,0.0247171781957,0.0350308157504
0.0534982010722,0.317137658596,0.00127690541558,0.103150874376,0.00912252813578,0.177657485008,0.0949253588915,0.243230968714
0.0157348234206,0.250211000443,0.000668782508001,0.273373782635,0.0851423665881,0.00230279122479,0.338535994291,0.034030482173
0.00524053769186,0.29198127985,0.00121750426479,0.114734873176,0.0410100184381,0.116288222373,0.291068762541,0.138458803296
0.0353934280574,0.00705928727984,0.00509150186554,0.0493494905531,0.886103332043,0.000351006980054,0.0146780479699,0.00197387789376
0.0501674674451,0.0247908886522,0.00221230997704,0.0195145942271,0.83623868227,0.000160974450409,0.0653285831213,0.00158646248747
0.17367850244,0.00674160569906,0.000376388052246,0.508533835411,0.000891253352165,0.0675317570567,0.00111475912854,0.24113188684
0.179952606559,0.517922520638,0.00329349422827,0.0625207051635,0.016064837575,0.0512062087655,0.0294912159443,0.139548420906
0.0246871691197,0.00578410271555,0.000280190550257,0.186556234956,0.00442915549502,0.486764997244,0.00632889568806,0.285169273615
0.0100462920964,0.0352741405368,0.000654728210066,0.731254577637,0.00256060739048,0.00830023828894,0.187698721886,0.0242106858641
0.00414468022063,0.16080442071,0.00115088024177,0.646607875824,0.0497722513974,0.00271672476083,0.112559624016,0.0222435276955
0.00852205324918,0.36849540472,0.00100976962131,0.407265663147,0.000680728582665,0.0181555338204,0.18628166616,0.00958921201527
0.00288035022095,0.00715016480535,0.000316328398185,0.850265920162,0.000339579826687,0.002554300474,0.131854087114,0.00463923346251
0.00518830819055,0.0421341322362,0.00198981049471,0.885130167007,0.000532303645741,0.00178579578642,0.054950542748,0.00828887708485
0.0471275933087,0.0122499624267,0.00132753071375,0.820487082005,0.00080650835298,0.0112556144595,0.0435288436711,0.0632168799639
0.0520888753235,0.0314462371171,0.000288710027235,0.754775941372,0.00115109223407,0.0331747382879,0.00579696334898,0.121277406812
0.0121955079958,0.00489329732955,0.882031738758,0.0360433161259,0.0495057217777,0.00549887074158,0.00575822871178,0.00407330924645
0.00131820386741,0.0683716982603,0.0030771989841,0.55984967947,0.0172382164747,0.0112653877586,0.332597583532,0.00628201337531
0.030293488875,0.24860689044,0.00123000924941,0.602835714817,0.00340432813391,0.00350832054392,0.100878112018,0.00924314092845
0.0458291508257,0.136891782284,0.00107521330938,0.728195309639,0.0120415249839,0.00408524740487,0.0646639764309,0.0072178458795
0.0574407950044,0.384063869715,0.00164011691231,0.0448803938925,0.00335388281383,0.26242300868,0.0169235691428,0.229274362326
0.0191780664027,0.0157331284136,0.000306005502352,0.810275495052,0.00198530848138,0.000731703883503,0.14811848104,0.00367183494382
0.0222768653184,0.135628089309,0.000777183275204,0.196554794908,0.00270818499848,0.368750035763,0.00858580879867,0.264719039202
0.0188191197813,0.236791372299,0.156423658133,0.399724990129,0.00478704366833,0.0131172994152,0.0736018791795,0.0967346280813
0.00361373252235,0.0320151150227,0.00022651218751,0.8918389678,0.000696197210345,0.0081845363602,0.041702914983,0.0217220187187
0.0426872447133,0.599350273609,0.000260712346062,0.171778991818,0.00309123424813,0.00339966849424,0.154691562057,0.0247402880341
0.164266526699,0.228371784091,0.00330736883916,0.356727749109,0.023735711351,0.019120272249,0.177589163184,0.0268814042211
0.0178541410714,0.0417796447873,0.000401851226343,0.642683982849,0.000370445312001,0.0801388844848,0.0219240766019,0.194846913218
