part_of_collection,budget,genres,id,imdb_id,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",90369,1937264,"[u""Tessa, a girl who is dying of leukaemia and tries to enjoy her remaining life as much as she possibly can.\r She compiles a list of things she'd like to do before passing away. Topping the list is her desire to lose her virginity.""]",0.573609,/pX53xFw6loawhIZE72O1pERt9uE.jpg,"[{u'name': u'Goldcrest Pictures', u'id': 11843}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",5/25/2012,0,103,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}, {u'iso_639_1': u'de', u'name': u'Deutsch'}]",[u''],[u'Now Is Good'],7.3,287
FALSE,0,"[{u'id': 53, u'name': u'Thriller'}, {u'id': 80, u'name': u'Crime'}, {u'id': 18, u'name': u'Drama'}]",408626,1966385,"[u'In the teeming, multicultural metropolis of modern-day London, a seemingly straightforward missing-person case launches a down-at-heel private eye into a dangerous world of religious fanaticism and political intrigue.']",0.828724,/1u2rHtME27bQsh3N6TaC1ksiFFY.jpg,"[{u'name': u'BBC Films', u'id': 288}, {u'name': u'MEDIA Programme of the European Union', u'id': 851}, {u'name': u'UK Film Council', u'id': 2452}, {u'name': u'NDF International', u'id': 6236}, {u'name': u'Sixteen Films', u'id': 12695}, {u'name': u'Fel-UK', u'id': 86947}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",4/7/2017,0,107,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'City of Tiny Lights'],0,2
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",26333,108451,"[u""Caroline, a young waitress who seems to have bad taste in men, is on her way home one night when thugs attempt to rape her. Adam, the mysterious busboy who works at the same diner, helps fight off the assailants, and she begins a relationship with him -- but not all their fellow Minnesotans are happy for them. Meanwhile, the couple face their own difficulties when Caroline finds about Adam's past, including his unique health condition.""]",0.463527,/nqwjTYu6Zt1kCG2B1PuDSK782AS.jpg,"[{u'name': u'Metro-Goldwyn-Mayer (MGM)', u'id': 8411}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2/12/1993,18899204,102,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""He doesn't make sense. She doesn't make sense. Together they make sense.""]",[u'Untamed Heart'],6.5,39
FALSE,0,"[{u'id': 18, u'name': u'Drama'}]",92472,1841611,"[u'Gandu hates his life. He hates his mother. Gandu raps out his hate, anger, dirt and filth of his existence. He and his rickshawpuller friend enter the world of smack, rap, porn and horror. Reality and fiction, surreal and bizarre come together. Can Gandu survive?']",0.655585,/kq0wvmSlmrD3p6bgKI9Dkr6863.jpg,"[{u'name': u'Overdose Joint', u'id': 15184}]","[{u'iso_3166_1': u'IN', u'name': u'India'}]",10/29/2010,0,85,[],[u'Loser'],[u'Gandu'],6.5,3
FALSE,3000000,"[{u'id': 10751, u'name': u'Family'}, {u'id': 16, u'name': u'Animation'}]",289081,3823912,"[u'TEAM HOT WHEELS: ORIGIN OF AWESOME! - Gage, Wyatt, Brandon and Rhett are four kids who are about to discover that life is better in the fast lane. Ride along with Team Hot Wheels as they race to save their town! Stars George Grant &amp; David Lodge.']",0.263951,/nB5GEkw4D0PbK4PtBeqY1ezNIl8.jpg,"[{u'name': u'Universal Studios', u'id': 13}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",6/7/2014,0,74,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Team Hot Wheels: The Origin of Awesome!'],6,1
FALSE,0,"[{u'id': 28, u'name': u'Action'}, {u'id': 18, u'name': u'Drama'}, {u'id': 37, u'name': u'Western'}]",26939,93811,"[u""In 1876 Wyoming, the gun is the only law. And for Duncan and Suzanna McKaskel (Tom Conti and Kate Capshaw), newly arrived settlers beset by outlaws, rugged frontiersman Con Vallian (Sam Elliot) is the only hope.From the book by famed Western author Louis L'Amor, the Quick and the Dead is a rousing adventure recalling all-time greats like Shane and Pale Rider. It shares tried-and-true ingredients of those sagebrush sagas: a tale of peacable folk driven to action under the guidance of a mysterious stranger, rich outdorr cinematography and a stellar cast led by the peerless Elliot.""]",0.168732,/bEb0T6RGO8M3EPJFgRAaWYO1A57.jpg,"[{u'name': u'HBO', u'id': 6068}, {u'name': u'Joseph Cates Productions', u'id': 84087}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2/28/1987,0,90,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Saddle Up!'],[u'The Quick and the Dead'],5.9,10
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}]",26940,38777,"[u'The Marx Brothers are employed at a hotel in postwar Casablanca, where a ring of Nazis is trying to recover a cache of stolen treasure.']",0.22223,/kRCu5NoxPia4ZEDo3nFzjQ37Gl0.jpg,"[{u'name': u'Loma Vista Productions', u'id': 6428}, {u'name': u'Castle Hill Productions', u'id': 6429}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",5/10/1946,0,85,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""A story with a twist -- and she's in it.""]",[u'A Night in Casablanca'],7.2,25
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",26942,280424,"[u'Amy is a single 29 year old Jewish woman. She wrote a successful self-help book about how women can\'t truly be in love and experience ""mental orgasm."" Her parents and acquaintances always try to give her advice. Eventually, she breaks her celibacy and starts dating a radio shock jock, who is known for hitting on his bimbo guests. Of all men, will she find in him the true love she never believed in']",0.221729,/gbbCOTpM1AmRtqwXTZf2OMnDxND.jpg,"[{u'name': u'Catchlight Films', u'id': 23301}, {u'name': u'Serious Dan', u'id': 51691}, {u'name': u'Without a Box', u'id': 51692}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",3/8/2001,0,87,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],"[u""Amy's Orgasm""]",5,3
TRUE,3000000,"[{u'id': 878, u'name': u'Science Fiction'}, {u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}]",158015,2184339,"[u""Given the country's overcrowded prisons, the U.S. government begins to allow 12-hour periods of time in which all illegal activity is legal. During one of these free-for-alls, a family must protect themselves from a home invasion.""]",3.046699,/tGGJOuLHX7UDlTz57sjfhW1qreP.jpg,"[{u'name': u'Universal Pictures', u'id': 33}, {u'name': u'Why Not Productions', u'id': 729}, {u'name': u'Platinum Dunes', u'id': 2481}, {u'name': u'Blumhouse Productions', u'id': 3172}, {u'name': u'20th Century Fox Russia', u'id': 18065}]","[{u'iso_3166_1': u'FR', u'name': u'France'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",5/31/2013,89328627,86,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u'One night a year, all crime is legal.']",[u'The Purge'],5.8,1840
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",26949,116621,"[u""After teenage ambulance driver Ernest Hemingway (Chris O'Donnell) takes shrapnel in the leg during World War I, he falls in love with Agnes von Kurowsky (Sandra Bullock), a beautiful older nurse at the hospital where he's sent to recover. Their affair slowly blossoms, until Hemingway boldly asks Agnes to be his wife and journey to America with him. Richard Attenborough directs this drama based on the real-life experiences of the famed novelist.""]",0.223039,/eL8soncsWd57O4oHBiW9l3CP69Y.jpg,"[{u'name': u'New Line Cinema', u'id': 12}, {u'name': u'Dimitri Villard Productions', u'id': 15846}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",12/18/1996,0,113,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'it', u'name': u'Italiano'}]",[u'In war they found each other...In each other they found love...'],[u'In Love and War'],5.9,21
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 12, u'name': u'Adventure'}]",157409,2332579,"[u'Jamie is a boorish, insensitive American twentysomething traveling in Chile, who somehow manages to create chaos at every turn. He and his friends are planning on taking a road trip north to experience a legendary shamanistic hallucinogen called the San Pedro cactus. In a fit of drunkenness at a wild party, Jamie invites an eccentric woman\u2014a radical spirit named Crystal Fairy\u2014to come along.']",0.555067,/eH3zbfYoAlFAON8YOzZE2HXoW53.jpg,"[{u'name': u'F\xe1bula', u'id': 21546}, {u'name': u'Diroriro', u'id': 62281}]","[{u'iso_3166_1': u'CL', u'name': u'Chile'}]",7/12/2013,0,98,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'de', u'name': u'Deutsch'}]",[u''],[u'Crystal Fairy & the Magical Cactus'],5.9,57
TRUE,0,"[{u'id': 27, u'name': u'Horror'}]",26953,98143,"[u'Toulon, a puppet maker, discovers an ancient Egyptian potion and uses it to bring his creations to life. His puppets become murderous little demons and escape. Distraught, the master takes his life. Years later, psychics tune into the existence of the monstrous marionettes and set off to stop them.']",0.197522,/3gMXTOSlpNDfiZ659w19HW8roZ7.jpg,"[{u'name': u'Empire Pictures', u'id': 1212}, {u'name': u'Full Moon Entertainment', u'id': 4867}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/12/1989,0,85,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Evil comes in all sizes!'],[u'Puppet Master'],5.6,60
FALSE,0,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 878, u'name': u'Science Fiction'}]",59722,1846444,[u'Tells the story of a man trying to get his family to safety after a glacier causes havoc in New York.'],0.163336,/o1qvsFNVMfzPvfzCUCOeaGiQhOo.jpg,[],"[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",6/27/2011,0,91,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'A World Frozen Over ... A Family Torn Apart.'],[u'2012: Ice Age'],3.7,76
FALSE,5000000,"[{u'id': 80, u'name': u'Crime'}, {u'id': 18, u'name': u'Drama'}]",92493,1709654,"[u'Based on a real WWII vet and family man turned bank robber. Disillusioned by his post war circumstances, Eddie Boyd is torn between the need to provide for his young family and an unfulfilled dream to head to Hollywood to become a star. He discovers a way to do both, robbing banks Hollywood style, but his dream leads him down a path of danger and tragedy.']",0.219404,/hK1s318IVfvqp6mxFzoiGFVanMf.jpg,"[{u'name': u'IFC Films', u'id': 307}]","[{u'iso_3166_1': u'CA', u'name': u'Canada'}]",9/10/2011,0,105,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'hu', u'name': u'Magyar'}, {u'iso_639_1': u'pl', u'name': u'Polski'}]",[u'Gangster. Media darling. Model citizen.'],[u'Citizen Gangster'],5.9,13
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}]",59726,1296899,[u'The parents of a girl who was killed by a savage dog are granted the opportunity to spend three days with their deceased daughter.'],0.406064,/5qGmSxKYJGhGDkR9zTJ07dQY39J.jpg,"[{u'name': u'Hammer Film Productions', u'id': 1314}, {u'name': u'Radio Tel\xe9fis \xc9ireann', u'id': 1899}, {u'name': u'Bord Scannan na hEireann / Irish Film Board', u'id': 7310}, {u'name': u'Vertigo Films', u'id': 10393}, {u'name': u'Fantastic Films', u'id': 18078}, {u'name': u'Solid Entertainment', u'id': 23460}, {u'name': u'Exclusive Film Distribution', u'id': 23936}, {u'name': u'Film I Skane', u'id': 23937}]","[{u'iso_3166_1': u'IE', u'name': u'Ireland'}, {u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",3/25/2011,0,90,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Beware Those You Love the Most'],[u'Wake Wood'],5.5,43
FALSE,0,"[{u'id': 99, u'name': u'Documentary'}]",26965,1394315,"[u'The Captains Summit documents the first time in Star Trek history that four stars who at some point have played Captains in Star Trek (William Shatner, Patrick Stewart, Leonard Nimoy, Jonathan Frakes) have been brought together for a 70-minute rare and unprecedented round table event. Whoopi Goldberg, star of Star Trek: The Next Generation, hosts the event.']",0.199139,/4l0VvxB5nfwjKdn8FgcyDVeAuzy.jpg,[],"[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",4/12/2009,0,70,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],"[u""The Captain's Summit""]",8.4,5
FALSE,0,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 16, u'name': u'Animation'}, {u'id': 878, u'name': u'Science Fiction'}]",256346,3597380,"[u""A group of aliens searching for a new planet on which to make home, with little success. Promotional short for Dreamworks Animation's forthcoming feature, Home.""]",0.157484,/k8QSwXfIZ4crIrv6GMDPqOotaaj.jpg,"[{u'name': u'DreamWorks Animation', u'id': 521}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2/1/2014,0,4,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Almost Home'],6.7,54
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}]",15418,470761,"[u""Laura's expecting. Her husband, Steven's a loving guy but has little time for her. Her mom lives thousands of miles away. Forced to give up on her dreams, she's always been a bit edgy. A C-section drives her over the edge, making her see things in a different light. A creepy babysitter doesn't make things any better. She begins seeing things, trusts no one, as she goes into self-destruct mode.""]",0.375799,/pUUNZIw5Zaz3mccq1uzeciX9VBH.jpg,"[{u'name': u'Alejandro Mart\xednez', u'id': 52206}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",1/1/2007,0,95,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'pl', u'name': u'Polski'}]",[u''],[u'First Born'],4.8,14
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10770, u'name': u'TV Movie'}]",26976,243664,[u'A renowned professor is forced to reassess her life when she is diagnosed with terminal ovarian cancer.'],0.210087,/b40wVd6zTR2XfPGAmc8tXhnRTzE.jpg,"[{u'name': u'HBO Films', u'id': 7429}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2/9/2001,0,99,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'It appears to be a matter of life and death.'],[u'Wit'],6.9,28
FALSE,15000000,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 878, u'name': u'Science Fiction'}]",26978,86346,"[u'Three women makes an emergency landing on a planet plagued with a fatal disease, but are captured by dictator Overdog. Adventurer Wolff goes there to rescue them and meets Niki, the only Earthling left from a medical expedition. Combining their talents, they try to rescue the women.']",0.474554,/3Yl3HQD451x9UF81oZb2yVWWzsS.jpg,"[{u'name': u'Columbia Pictures Corporation', u'id': 441}, {u'name': u'Delphi Productions', u'id': 24373}, {u'name': u'Zone Productions', u'id': 24374}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",5/20/1983,16500000,90,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u'Journey with Wolff and Niki, an interstellar adventurer and young rebel. On a mission to rescue three stranded women from a planet no one has warned them about. Because no one has ever returned.']",[u'Spacehunter: Adventures in the Forbidden Zone'],5,32
FALSE,0,"[{u'id': 80, u'name': u'Crime'}, {u'id': 18, u'name': u'Drama'}]",26983,53133,[u'An old-time crook plans a heist. When one of his two partners is found out to be a black man tensions flare.'],1.09032,/fCzmRbVMJxk3Dd0cBzAy9Zn6Zab.jpg,"[{u'name': u'HarBel Productions', u'id': 16748}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/15/1959,0,96,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u'He knew where $50,000 lay begging to be STOLEN!']",[u'Odds Against Tomorrow'],6.6,11
FALSE,0,"[{u'id': 10751, u'name': u'Family'}, {u'id': 14, u'name': u'Fantasy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10770, u'name': u'TV Movie'}, {u'id': 12, u'name': u'Adventure'}]",26984,90683,"[u""11-year-old Lisa has no time for toys; she's too busy taking care of her siblings and cooking for her mother. During the Christmas Eve blizzard, Lisa travels to Toyland in Wizard of Oz-like fashion and arrives just in time for a wedding. Young Mary Contrary is about to marry mean, old Barnaby Barnacle, despite the fact that she loves Jack Be Nimble. Lisa tries to stop this terrible wedding and, together with her new friends, discovers that Barnaby wants to take over Toyland. Lisa, Mary, Jack, and Georgie Porgie ask the Toymaster for help, but he can't help them as long as Lisa doesn't truly believe in toys.""]",0.270217,/kcGCml7dPr5b0St2Alu1YIPysm7.jpg,"[{u'name': u'Bavaria Film', u'id': 1704}, {u'name': u'Bavaria Atelier', u'id': 2328}, {u'name': u'Orion Television', u'id': 23899}, {u'name': u'Finnegan/ Pinchuk Productions', u'id': 26686}, {u'name': u'The Finnegan Company', u'id': 42544}]","[{u'iso_3166_1': u'DE', u'name': u'Germany'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",12/17/1987,0,140,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Babes In Toyland'],5.5,12
FALSE,0,"[{u'id': 53, u'name': u'Thriller'}, {u'id': 27, u'name': u'Horror'}]",15420,479125,"[u'All the worldwide children of less than nine years fall in coma at the same time. Ten years later, Tom Russel is released from prison after killing a man in a fight, and returns to his home town, more specifically to his older brother home, who has a son in coma. Tom intends to rebuild his life, but his ex-wife Jean Raynor is hurt and does not want to see him.']",0.32321,/9TpmsZfztom7zCqKb4iTNbHuJWz.jpg,"[{u'name': u'Armada Films', u'id': 7453}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",9/5/2006,0,88,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'And the children shall lead them...'],[u'The Plague'],5.6,13
FALSE,0,"[{u'id': 80, u'name': u'Crime'}, {u'id': 53, u'name': u'Thriller'}]",80957,1716759,"[u'Brian, (Luke Goss, DEATH RACE 2, HELLBOY II) is desperately trying to seek a ""quick fix"" business deal that will put him back on top financially after being let go from his executive position at one of the top investment firms. Brian decides to go ""all in"", investing the rest of his savings into a short-term drug deal that would allow him to preserve his high-end life style.  When two recluse teenagers unknowingly intercept the illicit drug money hidden in the back seat of a car, Brian\u2019s deal is botched. He soon finds himself in a desperate situation as he owes a merciless drug lord the missing money. At the same time the teenagers learn that they\'ve stolen from the wrong people. What follows is a twisted tale of greed, deceit, murder and wealth.  In this Crime-thriller, three relationships collide in a fantastic saga where only one will get out alive.']",0.236133,/mHeYFRjcNbhFDWyMORHrMENJOEv.jpg,"[{u'name': u'QubeFilm', u'id': 8230}]","[{u'iso_3166_1': u'CA', u'name': u'Canada'}]",2/18/2011,0,105,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}, {u'iso_639_1': u'de', u'name': u'Deutsch'}]",[u'There Is No Such Thing As Easy Money'],[u'Pressed'],4.9,6
FALSE,25000000,"[{u'id': 18, u'name': u'Drama'}, {u'id': 36, u'name': u'History'}]",20539,115988,"[u'The movie is centered around the Salem Massachusetts witch trials of 1692. The movie is based on the play ""The Crucible"" by Arthur Miller. He also wrote the screen play adaptation.']",0.25084,/gHoiYLoBaTod3DDNMT4M45Zv4XH.jpg,"[{u'name': u'20th Century Fox', u'id': 25}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",11/27/1996,0,124,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""Arthur Miller's timeless tale of truth on trial.""]",[u'The Crucible'],6.7,102
FALSE,0,"[{u'id': 9648, u'name': u'Mystery'}, {u'id': 27, u'name': u'Horror'}, {u'id': 18, u'name': u'Drama'}]",446867,5974626,[u'A young journalist goes deep undercover within a mountain commune and becomes manipulated by a duplicitous cult leader.'],0.180265,/uw0RsqAsu6KcQksZdHkXklmK2Ql.jpg,[],[],3/14/2017,0,86,[],[u'She wanted in to uncover the truth. Now she is dying to get out.'],[u'One Of Us'],0,0
FALSE,7000000,"[{u'id': 80, u'name': u'Crime'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 35, u'name': u'Comedy'}]",27004,1106860,"[u'A stroke of good luck turns lethal for Sam Phelan and his wife Leslie when they are faced with a life-changing decision that brings strange and sinister Pyke Kubic to their doorstep. As Pyke leads Sam and Leslie on a tumultuous adventure through the streets of Chicago, each are pulled deeper and deeper into a desperate spiral of deception and violence \u2013 all in the name of money.']",0.393947,/xpYi0GEADQWKHCPrhQtkqjrZm7O.jpg,"[{u'name': u'Immortal Thoughts', u'id': 4624}, {u'name': u'Three Good Men', u'id': 22712}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",1/1/2010,46488,108,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}]",[u''],[u'Ca$h'],6.1,54
FALSE,0,"[{u'id': 878, u'name': u'Science Fiction'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 27, u'name': u'Horror'}]",190847,1709143,"[u'On the last day of the first manned mission to Mars, a crew member of Tantalus Base believes he has made an astounding discovery \u2013 fossilized evidence of bacterial life. Unwilling to let the relief crew claims all the glory, he disobeys orders to pack up and goes out on an unauthorized expedition to collect further samples. But a routine excavation turns to disaster when the porous ground collapses and he falls into a deep crevice and near certain death. His devastated colleagues attempt to recover his body. However, when another vanishes, they start to suspect that the life-form they have discovered is not without danger.']",0.96169,/m0uxoxv6iJz6AdAFx5YOjPEKpTe.jpg,"[{u'name': u'Warner Bros.', u'id': 6194}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",8/11/2013,0,98,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'The search for life is about to end.'],[u'The Last Days on Mars'],5.1,255
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 878, u'name': u'Science Fiction'}]",15425,922642,"[u""In a post-apocalyptic world, a small group of survivors, who call themselves Foragers, plan to rebuild civilization from their headquarters in an empty hospital based in what is left of Philadelphia. But they're soon forced into a face-off war with the Rovers, another gang of survivors whom are a brutal gang of cannibals.""]",0.212971,/lQp2dZMtji9Q8YYPqLRMQJieR6z.jpg,[],"[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/16/2007,0,94,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Tooth and Nail'],4.4,12
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 10402, u'name': u'Music'}]",27016,82639,"[u""Corrine Burns retreats far into plans for her band, The Fabulous Stains, after her mother's death.""]",0.190364,/u14FFajRXPXKs5AgBkEu0q3tsS8.jpg,"[{u'name': u'Paramount Pictures', u'id': 4}, {u'name': u'Barclays Mercantile Industrial Finance', u'id': 553}, {u'name': u'Red Stripe', u'id': 56519}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/1/1982,0,87,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""She can't fool all the fans all of the time ...""]","[u'Ladies and Gentlemen, the Fabulous Stains']",6.3,13
FALSE,802000,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10402, u'name': u'Music'}, {u'id': 10749, u'name': u'Romance'}]",27017,34746,"[u'Set during WW I, Palmer and Hayden team up as vaudeville artists. Harry Palmer deliberately injures his hand to avoid being drafted to the army. Later, he makes up for this. WW I patriotism for a WW II audience, very sentimental, great musical episodes and songs.']",0.226697,/t5dRNV7Oqgwl4OaJbkn793WwctU.jpg,"[{u'name': u'Metro-Goldwyn-Mayer (MGM)', u'id': 8411}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/21/1942,4371000,104,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}]","[u""She's a Yankee Doodle Girlie !""]",[u'For Me and My Gal'],6,11
FALSE,58800000,"[{u'id': 10752, u'name': u'War'}, {u'id': 28, u'name': u'Action'}]",190859,2179136,"[u'U.S. Navy SEAL Chris Kyle takes his sole mission\u2014protect his comrades\u2014to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.']",4.316285,/svPHnYE7N5NAGO49dBmRhq0vDQ3.jpg,"[{u'name': u'Village Roadshow Pictures', u'id': 79}, {u'name': u'Malpaso Productions', u'id': 171}, {u'name': u'Warner Bros.', u'id': 6194}, {u'name': u'RatPac-Dune Entertainment', u'id': 41624}, {u'name': u'Mad Chance Productions', u'id': 57408}, {u'name': u'22 & Indiana Pictures', u'id': 57409}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",12/11/2014,542307423,133,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'The most lethal sniper in U.S. history.'],[u'American Sniper'],7.4,3594
FALSE,150000000,"[{u'id': 14, u'name': u'Fantasy'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 28, u'name': u'Action'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",27022,963966,"[u""Balthazar Blake is a master sorcerer in modern-day Manhattan trying to defend the city from his arch-nemesis, Maxim Horvath. Balthazar can't do it alone, so he recruits Dave Stutler, a seemingly average guy who demonstrates hidden potential, as his reluctant prot\xe9g\xe9. The sorcerer gives his unwilling accomplice a crash course in the art and science of magic, and together, these unlikely partners work to stop the forces of darkness.""]",2.29387,/ZNSrRpdJ6FjMy4Iu6JpRTJ5Q87.jpg,"[{u'name': u'Walt Disney Pictures', u'id': 2}, {u'name': u'Jerry Bruckheimer Films', u'id': 130}, {u'name': u'Saturn Films', u'id': 831}, {u'name': u'Broken Road Productions', u'id': 8000}, {u'name': u'Junction Entertainment', u'id': 19097}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",7/13/2010,215283742,109,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""It's The Coolest Job Ever.""]","[u""The Sorcerer's Apprentice""]",5.9,1090
FALSE,3800000,"[{u'id': 35, u'name': u'Comedy'}]",27023,1276105,[u'An ex-gambler is lured back into the game by a veteran insurance-fraud investigator.'],0.453978,/ei4BnSSkrywtR5FFPEV9jtRDGb7.jpg,[],"[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",6/10/2009,111731,84,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'it', u'name': u'Italiano'}]",[u''],[u'Saint John of Las Vegas'],5.8,14
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}]",179267,2783020,"[u""When they can no longer stomach the ever-growing weed of suburban crime, Jay and Silent Bob take on the mantles of costumed avengers Bluntman and Chronic, smashing the super-villains they accidentally create!  Can the Doobage Duo save their beloved Jersey 'burbs from their new arch enemies, The League of Shitters?  While clearly not the comic book movie the world wants, GROOVY MOVIE is the comic book movie the world needs!""]",0.194776,/qxTjswMmPQPVAHbuPdzjdYGEvj6.jpg,"[{u'name': u'Phase 4 Films', u'id': 9081}, {u'name': u'Starktoons', u'id': 13623}, {u'name': u'SModcast Pictures', u'id': 13642}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",4/20/2013,0,63,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'SNOOGANS! RISE!'],"[u""Jay And Silent Bob's Super Groovy Cartoon Movie""]",5.1,12
