part_of_collection,budget,genres,id,imdb_id,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,tagline,title,vote_average,vote_count
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10402, u'name': u'Music'}]",316000,790770,[u'An exploration of the life and music of Miles Davis.'],0.512756,/k2lVWTsJ1s3e28qAoAwynGLWoKN.jpg,"[{u'name': u'Crescendo Productions', u'id': 3314}, {u'name': u'Sobini Films', u'id': 13923}, {u'name': u'Bifrost Pictures', u'id': 38284}, {u'name': u'Naked City Films', u'id': 72749}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",3/20/2015,0,100,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u'If you gonna tell a story, come with some attitude.']",[u'Miles Ahead'],6.8,50
FALSE,26000000,"[{u'id': 10749, u'name': u'Romance'}, {u'id': 35, u'name': u'Comedy'}]",316002,1137470,"[u'A small town waitress gets a nail accidentally lodged in her head causing unpredictable behavior that leads her to Washington, DC.  Sparks fly when she meets a clueless young senator who takes up her cause - but what happens when love interferes with what you stand for?']",0.542304,/osuJAcyYCHHFeqHmgUjzzPytoyF.jpg,"[{u'name': u'K. JAM Media', u'id': 17888}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2/10/2015,0,100,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Sometimes you nail love. Sometimes it nails you.'],[u'Accidental Love'],3.6,79
FALSE,12468389,"[{u'id': 35, u'name': u'Comedy'}]",85435,1640711,[u'A comedy about a groom and his three best men who travel to the Australian outback for a wedding.'],0.483166,/aOUd5BmcBBLIqayVJaYwXNu6jjH.jpg,"[{u'name': u'Parabolic Pictures', u'id': 1012}, {u'name': u'Stable Way Entertainment', u'id': 1013}, {u'name': u'Quickfire Films', u'id': 4186}, {u'name': u'Screen Australia', u'id': 7584}, {u'name': u'Screen NSW', u'id': 10951}, {u'name': u'Ingenious Broadcasting', u'id': 18942}, {u'name': u'Unthank Films', u'id': 18987}, {u'name': u'Story Bridge Films', u'id': 18988}, {u'name': u'Auburn Entertainment', u'id': 18989}]","[{u'iso_3166_1': u'AU', u'name': u'Australia'}, {u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",10/14/2011,29007412,97,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'A Few Best Men'],5.9,105
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}]",447080,6624252,"[u""Independent Filmmaker Caveh Zahedi is trying to make a television show. He persuades BRIC TV, a Brooklyn non-profit Arts organization, to finance a television show whose premise is that every episode will be about the making of the previous episode. In the process of creating the show, everything can-and does-go wrong. The cast, a who's who of Brooklyn's independent filmmaking community, includes Alex Karpovsky, Eleonore Hendricks, Dustin Defa, and Onur Tukel.""]",0.353852,/xfo1ypH7wGAXkvY0E5v00TH3mzN.jpg,[],"[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",3/17/2017,0,99,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'The Show About the Show'],8,1
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10752, u'name': u'War'}]",14439,144550,"[u""From the director of \u201cMade In America\u201d and \u201cThe Money Pit\u201d comes a hilarious look at one of the most expensive blunders in military history. Over 17 years and almost as many billion dollars have gone into devising the BFV (Bradley Fighting Vehicle). There's only one problem. . . it doesn't work.""]",0.502618,/bCfEDv3342nyZJ5atiRIQ6JhDT8.jpg,"[{u'name': u'Home Box Office (HBO)', u'id': 3268}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2/28/1998,0,104,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'de', u'name': u'Deutsch'}]",[u'They aimed to build the ultimate fighting machine...they missed.'],[u'The Pentagon Wars'],6.8,10
TRUE,0,"[{u'id': 27, u'name': u'Horror'}]",53868,70868,"[u""The sequel to Tales from the Crypt.  Five strangers trapped in a basement vault converse about their recurring nightmares. Their stories include vampires, bodily dismemberment, east Indian mysticism, an insurance scam, and an artist who kills by painting his victims' deaths.""]",0.90803,/g8OmiX8pPRBToSmcT5zNPEhfFpj.jpg,"[{u'name': u'Amicus Productions', u'id': 4630}, {u'name': u'Metromedia Producers Corporation (MPC)', u'id': 15068}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",3/16/1973,0,83,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""Below the Crypt lies Death's waiting-room - The . . . Vault of Horror""]",[u'The Vault of Horror'],6.7,30
FALSE,20000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 18, u'name': u'Drama'}]",53870,364146,"[u'An earthquake reaching a 10.5 magnitude on the Richter scale, strikes the west coast of the U.S. and Canada. A large portion of land falls into the ocean, and the situation is worsened by aftershocks and tsunami.']",0.176624,/fnyatHtrQmh6ceZYrmljZObCacP.jpg,"[{u'name': u'Jaffe/Braunstein Films', u'id': 5003}, {u'name': u'Dogwood Pictures', u'id': 31133}, {u'name': u'Argosy Productions Limited', u'id': 62942}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",5/2/2004,0,165,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}, {u'iso_639_1': u'pl', u'name': u'Polski'}]",[u'The Greatest Quake in Human History threatens to Rock The World!'],[u'10.5'],4.9,9
FALSE,0,"[{u'id': 16, u'name': u'Animation'}, {u'id': 10751, u'name': u'Family'}]",250480,76363,"[u'Whether we\u2019re young or forever young at heart, the Hundred Acre Wood calls to that place in each of us that still believes in magic. Join pals Pooh, Piglet, Kanga, Roo, Owl, Rabbit, Tigger and Christopher Robin as they enjoy their days together and sing their way through adventures.']",0.45623,/tlMREhzwv5ireQR0H6Ym8ynuh53.jpg,"[{u'name': u'Walt Disney Productions', u'id': 3166}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",3/11/1977,0,74,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Hip Hip Poohray!'],[u'The Many Adventures of Winnie the Pooh'],7.1,117
TRUE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 9648, u'name': u'Mystery'}, {u'id': 53, u'name': u'Thriller'}]",53873,24210,"[u'Philo Vance, accompanied by his prize-losing Scottish terrier, investigates the locked-room murder of a prominent and much-hated collector whose broken Chinese vase provides an important clue.']",0.206765,/dnBtu5aIcLAzqPQsktqG1wmNqmv.jpg,"[{u'name': u'Warner Bros.', u'id': 6194}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/28/1933,0,73,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'es', u'name': u'Espa\xf1ol'}]",[u''],[u'The Kennel Murder Case'],5.6,6
FALSE,0,"[{u'id': 28, u'name': u'Action'}, {u'id': 80, u'name': u'Crime'}, {u'id': 53, u'name': u'Thriller'}]",21106,248640,"[u'Released from prison, an infamous thief and his new crew pull of a brilliant robbery but then become embroiled with a corrupt FBI agent when they discover the money is marked.']",0.268872,/fmLlzQ04plPrXn4rSn6w58OIaHm.jpg,[],"[{u'iso_3166_1': u'AW', u'name': u'Aruba'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",2/15/2002,0,116,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Hard Cash'],4.4,7
FALSE,0,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 14, u'name': u'Fantasy'}, {u'id': 28, u'name': u'Action'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 10751, u'name': u'Family'}]",53875,200755,"[u""Remake of Jules Verne's classic story finds adventurers seeking a mysterious hidden land. They are joined by the wife of another man, who had previously gone on a similar expedition and disappeared.""]",0.177871,/2aGIloIUSTumRwQiJxpS4Iun1Fl.jpg,[],"[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",7/7/1999,0,180,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Journey to the Center of the Earth'],5.3,12
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 9648, u'name': u'Mystery'}, {u'id': 10749, u'name': u'Romance'}]",316021,1290138,"[u'A psychosexual noir love story, set in Las Vegas and Paris, about love, obsession, sex, betrayal, revenge and, ultimately, the search for redemption.']",0.581276,/9ZdlnjePpUhxRWz69KjqhIe7H5U.jpg,"[{u'name': u'Killer Films', u'id': 1422}, {u'name': u'Parts and Labor', u'id': 6531}, {u'name': u'FullDawa Films', u'id': 50500}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",12/9/2016,0,88,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}]",[u'Love obssesion betrayal revenge'],[u'Frank & Lola'],6.3,23
FALSE,33000000,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",316023,2823054,"[u'Mike and Dave are young, adventurous, fun-loving brothers who tend to get out of control at family gatherings. When their sister Jeanie reveals her Hawaiian wedding plans, the rest of the Stangles insist that the brothers bring respectable dates. After placing an ad on Craigslist, the siblings decide to pick Tatiana and Alice, two charming and seemingly normal women. Once they arrive on the island, however, Mike and Dave realize that their companions are ready to get wild and party.']",2.018456,/u8ynhM5I8D7jG2dUE6KlsOgwYYp.jpg,"[{u'name': u'Twentieth Century Fox Film Corporation', u'id': 306}, {u'name': u'Chernin Entertainment', u'id': 7076}, {u'name': u'TSG Entertainment', u'id': 22213}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",7/7/2016,77068246,98,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'They needed hot dates. They got hot messes.'],[u'Mike and Dave Need Wedding Dates'],5.9,604
FALSE,1821052,"[{u'id': 18, u'name': u'Drama'}]",25364,43338,"[u'A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to revitalize his career, but the situation quickly escalates into an out-of-control media circus.']",0.542674,/erCPvts7KedbFCmpNOV21QNLrRs.jpg,"[{u'name': u'Paramount Pictures', u'id': 4}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",6/29/1951,1300000,111,"[{u'iso_639_1': u'la', u'name': u'Latin'}, {u'iso_639_1': u'es', u'name': u'Espa\xf1ol'}, {u'iso_639_1': u'en', u'name': u'English'}]","[u'Rough, tough Chuck Tatum, who battered his way to the top ... trampling everything in his path - men, women and morals !']",[u'Ace in the Hole'],7.8,93
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",21118,219400,"[u""Candy and Lonnie Earl are just crazy about each other. The problem: she's married to Roy and he's married to Darlene. So far it's been a secret affair. But that's about to change, because this foursome is driving cross-country and headed for some big surprises.""]",0.2007,/eKlb8QU8r0aSDMx9fwkMfkwAWsj.jpg,"[{u'name': u'Miramax Films', u'id': 14}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",12/13/2002,261603,91,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'This foursome is sharing lots more than room service!'],[u'Waking Up in Reno'],4.8,17
FALSE,12500000,"[{u'id': 878, u'name': u'Science Fiction'}]",119431,2262308,"[u'Set against the backdrop of a UNSC military academy, a group of highborn cadets are training to be the next generation of soldiers in the UNSC\u2019s ongoing war with insurrectionists in the outer colonial planets. Among these cadets, Thomas Lasky struggles with his doubts about this war, and with the burden of expectations he may not be able to carry. As Lasky comes to terms with his potential as a military leader, the terrifying alien alliance known as the Covenant arrives and turns his world upside down. Inspired by the Master Chief, he must decide what it means to be a hero.']",0.538258,/8JJTib7QM8rE3j0cxWQzSbgFIJD.jpg,"[{u'name': u'343 Industries', u'id': 48856}, {u'name': u'Microsoft Studios', u'id': 57426}, {u'name': u'Laskey Productions', u'id': 57427}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/5/2012,0,92,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'The story of Halo 4 begins at dawn.'],[u'Halo 4: Forward Unto Dawn'],6.4,207
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",53896,101595,"[u'After some years of tension, Richard begins a sexual relationship with his sister Natalie. Now married, the relationship proves dangerously obsessional.']",0.151141,/hKuBc03f1ZRBlR5pWKwk4sPlBR7.jpg,"[{u'name': u'Film 4', u'id': 2335}, {u'name': u'Film Four International', u'id': 9210}, {u'name': u'Beambright', u'id': 36003}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",11/22/1991,135893,109,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""There are some relationships so taboo they're irresistible.""]",[u'Close My Eyes'],6.1,12
FALSE,0,"[{u'id': 10752, u'name': u'War'}, {u'id': 18, u'name': u'Drama'}]",316042,4034452,"[u'Three different men, three different worlds, three different wars \u2013 all stand at the intersection of modern warfare \u2013 a murky world of fluid morality where all is not as it seems.']",0.497072,/m2oi1Tdz3Vpb9XoynU78SSeG4dR.jpg,"[{u'name': u'Rhombus Media', u'id': 164}, {u'name': u'International Traders', u'id': 6408}, {u'name': u'Buffalo Gal Pictures', u'id': 11517}, {u'name': u'Whizbang Films', u'id': 17457}, {u'name': u'Triple 7 Films', u'id': 43344}, {u'name': u'Bron Creative', u'id': 72933}]","[{u'iso_3166_1': u'CA', u'name': u'Canada'}]",10/9/2015,0,120,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'One bullet can change everything'],[u'Hyena Road'],5.9,42
FALSE,0,"[{u'id': 16, u'name': u'Animation'}, {u'id': 35, u'name': u'Comedy'}]",21131,382734,"[u""Harvie Krumpet is the biography of an ordinary man seemingly cursed with perpetual bad luck. From being born with Tourette's Syndrome, to getting struck by lightning; from having his testicle removed to developing Alzheimer's disease; Harvie's troubles seem unending! Yet, Harvie learns many lessons in life and enjoys its many fruits. He finds love, freedom, nudity and ultimately the true meaning.""]",0.410856,/3099yAShS9AEfsSOUSH1hEzDqcf.jpg,"[{u'name': u'Melodrama Pictures', u'id': 3908}]","[{u'iso_3166_1': u'AU', u'name': u'Australia'}]",10/23/2003,0,23,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'es', u'name': u'Espa\xf1ol'}]",[u''],[u'Harvie Krumpet'],7,42
TRUE,0,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 18, u'name': u'Drama'}, {u'id': 28, u'name': u'Action'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 10751, u'name': u'Family'}]",21138,817307,[u'A successful professional baseball player gets his ego in check via an unreality check when he travels back in time to his boyhood sandlot ball-playing days.'],0.219451,/iHN0aTMnV5T5v3jj3l6LwGUo1G4.jpg,[],[],5/1/2007,0,96,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'The Sandlot: Heading Home'],5.6,12
FALSE,85000,"[{u'id': 18, u'name': u'Drama'}, {u'id': 35, u'name': u'Comedy'}]",184979,263102,[u'Bilo and his friends made an agreement with Maho to go to Germany.'],0.294601,/fj9j5nAoclacqFYMxfWhFxe81vD.jpg,"[{u'name': u'Arzu Film', u'id': 4639}, {u'name': u'Ulus Film', u'id': 15253}]","[{u'iso_3166_1': u'TR', u'name': u'Turkey'}]",1/1/1980,243000,85,"[{u'iso_639_1': u'tr', u'name': u'T\xfcrk\xe7e'}]",[u'Bilo and his friends made an agreement with Maho to go to Germany'],[u'Banker Bilo'],6.2,6
FALSE,0,"[{u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}]",21141,458480,"[u'Five college friends choose to spend their vacation debauching at the riverside. They find the perfect place to camp out, but end up crossing paths with twin brothers, Simon and Stanley. The twins then begins to knock off the campers in some extremely creative (and extremely gruesome) ways.']",0.212796,/1y2su5rsIRNDWYHhvKoc5P3dKyJ.jpg,[],"[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",1/1/2006,0,87,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Simon Says'],5.6,20
FALSE,750000,"[{u'id': 27, u'name': u'Horror'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 53, u'name': u'Thriller'}]",21143,55894,"[u""A shower of meteorites produces a rare night time spectacle that blinds anyone that looks at it. As it was such a beautiful sight, most people were watching, and as a consequence, 99% of the World's population go completely blind. In the original novel, this chaos results in the escape of Triffids: farmed plants harvested for their oils, which are capable of moving themselves around and are carnivorous. In this film version, however, the Triffids are not indigenous plants. Instead they are space aliens whose spores have arrived in this and an earlier meteor shower.  Derided by the original novel's author, John Wyndham, for straying so far away from the source material.""]",1.204491,/8jig73Xk0ydXx7DL4VZTVPsHOSf.jpg,"[{u'name': u'Allied Artists Pictures', u'id': 4928}, {u'name': u'Security Pictures Ltd.', u'id': 14308}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",7/1/1962,0,94,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Beware the triffids... they grow... know... walk... talk... stalk... and kill!'],[u'The Day of the Triffids'],6.1,47
FALSE,23600000,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 27, u'name': u'Horror'}]",19908,1156398,"[u""Columbus has made a habit of running from what scares him. Tallahassee doesn't have fears. If he did, he'd kick their ever-living ass. In a world overrun by zombies, these two are perfectly evolved survivors. But now, they're about to stare down the most terrifying prospect of all: each other.""]",4.390595,/vUzzDpVrab1BOG3ogxhRGfLN94d.jpg,"[{u'name': u'Columbia Pictures', u'id': 5}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/7/2009,102391382,88,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'This place is so dead'],[u'Zombieland'],7.2,2715
FALSE,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",21148,86352,"[u'Two sets of two college guys spend a spring break together in Fort Lauderdale, Florida. There they have lots of fun in and out of the sun.']",0.189315,/8Mts1Re4CfWPCv41RrwgJ3Xl8cC.jpg,"[{u'name': u'Fogbound Inc.', u'id': 3909}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",3/25/1983,0,102,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u""Like it's really, totally, the most fun a couple of bodies can have. You know?""]",[u'Spring Break'],5,11
FALSE,0,"[{u'id': 18, u'name': u'Drama'}]",250538,2652092,"[u'A young refugee of the Sudanese Civil War who wins a lottery for relocation to the United States with three other lost boys. Encountering the modern world for the first time, they develop an unlikely friendship with a brash American woman assigned to help them, but the young man struggles to adjust to this new life and his feelings of guilt about the brother he left behind.']",0.363783,/uTBubhbaq3wt4i3QYEwXc99Uk46.jpg,"[{u'name': u'Alcon Entertainment', u'id': 1088}, {u'name': u'Blue Sky Films', u'id': 33680}, {u'name': u'Black Label Media', u'id': 33681}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",9/9/2014,0,110,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Miracles are made by people who refuse to stop believing.'],[u'The Good Lie'],7.2,179
FALSE,0,"[{u'id': 18, u'name': u'Drama'}]",53932,99484,"[u""The Ages of Lulu is a gruelling sensual odyssey from Spanish director Bigas Luna, made immediately prior to his popular trilogy Jam\xf3n, jam\xf3n (1992), Golden Balls (1993) and The Tit and the Moon (1994). Starting as the somewhat queasy story of the young Lulu's affair with the manipulative Pablo (Oscar Ladoire), the movie takes a much darker turn once they are wed. It is conventional cinematic wisdom that there's no such thing as sex after marriage, but here Lulu's husband incomprehensibly leads her into blindfolded relationships with others, then is heartbroken when she reacts with disgust.""]",0.498072,/5PK5MAN84o0ESgzeW9euozOLIEe.jpg,"[{u'name': u'Iberoamericana Films Internacional', u'id': 22533}, {u'name': u'Apricot', u'id': 22534}]","[{u'iso_3166_1': u'ES', u'name': u'Spain'}]",12/13/1990,0,95,"[{u'iso_639_1': u'es', u'name': u'Espa\xf1ol'}]",[u'A scorching Spanish sexual awakening.'],[u'The Ages Of Lulu'],4.7,16
FALSE,0,"[{u'id': 99, u'name': u'Documentary'}]",178290,1785612,"[u'A look at the life of activist, musician, and cultural icon Kathleen Hanna, who formed the punk band Bikini Kill and pioneered the ""riot grrrl"" movement of the 1990s.']",0.206671,/2Aj88zjGQpVLXEd4BVpvAVsqOaq.jpg,[],"[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",11/29/2013,0,80,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'The Punk Singer'],7.3,29
FALSE,0,"[{u'id': 27, u'name': u'Horror'}, {u'id': 28, u'name': u'Action'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 878, u'name': u'Science Fiction'}]",86703,2043757,"[u'A Semester at Sea ship is attacked and sunk by a mutated two-headed shark, and the survivors seek refuge on a deserted atoll. The coeds, however, are no longer safe when the atoll starts flooding.']",0.995611,/5Tv02hJx2IJxP1QHLrKXvp672ur.jpg,"[{u'name': u'The Asylum', u'id': 1311}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",1/17/2012,0,90,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u'1 Body, 2 Heads and 6,000 Teeth']",[u'2-Headed Shark Attack'],3.8,40
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}]",21168,100469,"[u'A young boy tries to cope with rural life circa 1950s and his fantasies become a way to interpret events. After his father tells him stories of vampires, he becomes convinced that the widow up the road is a vampire, and tries to find ways of discouraging his brother from seeing her.']",0.371307,/jw3c8vJY7oMd2iltFEfRy1KjN0L.jpg,"[{u'name': u'BBC Films', u'id': 288}, {u'name': u'Fugitive Features', u'id': 1625}, {u'name': u'Zenith Entertainment', u'id': 3644}, {u'name': u'British Screen Productions', u'id': 20777}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}, {u'iso_3166_1': u'CA', u'name': u'Canada'}]",8/28/1990,0,95,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'Sometimes terrible things happen quite naturally'],[u'The Reflecting Skin'],6.7,33
TRUE,6500000,"[{u'id': 27, u'name': u'Horror'}]",250546,3322940,"[u""John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.""]",2.441735,/yAgxM61Sn0dYML4C9v3MJFp5zPI.jpg,"[{u'name': u'New Line Cinema', u'id': 12}, {u'name': u'The Safran Company', u'id': 11565}, {u'name': u'Evergreen Media Group', u'id': 31375}, {u'name': u'RatPac-Dune Entertainment', u'id': 41624}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",10/2/2014,255273813,99,"[{u'iso_639_1': u'en', u'name': u'English'}]","[u'Before the Conjuring, there was Annabelle.']",[u'Annabelle'],5.5,1012
FALSE,2000000,"[{u'id': 99, u'name': u'Documentary'}, {u'id': 18, u'name': u'Drama'}, {u'id': 878, u'name': u'Science Fiction'}]",21173,853096,"[u'A fictional investigative documentary looks back on the ""assassination"" of George W. Bush and attempts to answer the question of who committed the murder. Perhaps less morbid and disturbing to watch now than during Bush\'s presidency, the film doesn\'t address Bush\'s policies at all, instead focusing on the way a nation assigns blame in a time of crisis.']",0.230427,/ohOe3k8PDIaRdKmIkBQCkRx0fIO.jpg,[],[],10/27/2006,167000,97,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Death of a President'],5.2,15
FALSE,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 53, u'name': u'Thriller'}]",21176,277705,"[u""Waking up in a nearly empty room, Bill has strange recollections of his father's death and a car crash, and occasional paranoid delusions. Ann, a psychologist, tries to help him make sense of it all.""]",0.154655,/7fNNHn2Y63cy6IOTL5G6qdx9YIf.jpg,[],[],6/8/2001,0,111,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u''],[u'Final'],6,9
FALSE,0,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}]",53945,167554,"[u'Two brothers fell in love with the same woman, who was nearly killed by one of them in an accident. After the two men parted in anger, they meet years later when one is a famous pirate and the other one is a soldier who needs to hunt him down...']",0.176515,/qvOc3VWa0B22cnS1wCipciRYuac.jpg,[],"[{u'iso_3166_1': u'IT', u'name': u'Italy'}, {u'iso_3166_1': u'DE', u'name': u'Germany'}]",1/3/1999,0,360,"[{u'iso_639_1': u'de', u'name': u'Deutsch'}]",[u''],[u'Pirates: Blood Brothers'],6.2,4
FALSE,0,"[{u'id': 28, u'name': u'Action'}]",283322,3399916,"[u'Hongi, a Maori chieftain\u2019s teenage son, must avenge his father\u2019s murder in order to bring peace and honour to the souls of his loved ones after his tribe is slaughtered through an act of treachery. Vastly outnumbered by a band of villains led by Wirepa, Hongi\u2019s only hope is to pass through the feared and forbidden \u201cDead Lands\u201d and forge an uneasy alliance with a mysterious warrior, a ruthless fighter who has ruled the area for years.']",0.267071,/mUzTX8vhudMVT4s6odLsZ5Z0db6.jpg,"[{u'name': u'General Film Corporation', u'id': 13742}]","[{u'iso_3166_1': u'NZ', u'name': u'New Zealand'}]",9/4/2014,5240,108,"[{u'iso_639_1': u'mi', u'name': u''}]",[u''],[u'The Dead Lands'],6.1,34
FALSE,6000000,"[{u'id': 27, u'name': u'Horror'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 53, u'name': u'Thriller'}]",41759,107504,"[u""A dog turns from man's best friend into man's worst nightmare as he attacks everything that moves.""]",0.189088,/lmIEYfJdfB1pHroGkxc8m4CrIj6.jpg,"[{u'name': u'New Line Cinema', u'id': 12}, {u'name': u'Roven-Cavallo Entertainment', u'id': 36887}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",11/19/1993,12974636,97,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'de', u'name': u'Deutsch'}]","[u'Companion, Protector, Killer']","[u""Man's Best Friend""]",5.7,22
FALSE,0,"[{u'id': 27, u'name': u'Horror'}, {u'id': 878, u'name': u'Science Fiction'}]",53949,50722,[u'Giants Mollusks are released from the earth by an earthquake and start killing people.'],0.592579,/poW6l9DSkoHJ68Ak8jkgrb1eVgj.jpg,"[{u'name': u'Gramercy Pictures', u'id': 37}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",6/1/1957,0,84,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'A new kind of terror to numb the nerves!'],[u'The Monster that Challenged the World'],5.6,17
FALSE,0,"[{u'id': 27, u'name': u'Horror'}, {u'id': 9648, u'name': u'Mystery'}, {u'id': 18, u'name': u'Drama'}]",53950,80853,[u'Jane Hardy moves into the house left to her by her deceased aunt. After moving in Jane is haunted by a hearse following her around.'],1.167969,/vkeBhwkp4RyFNcZalTvKGrhZlUs.jpg,"[{u'name': u'Crown International Pictures', u'id': 1009}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",6/1/1980,0,95,"[{u'iso_639_1': u'en', u'name': u'English'}]",[u'The Barrier Between Life and Death is no Greater than the Thickness of a Door...and now that Door is Open!'],[u'The Hearse'],5.7,12
