adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,movie_status_code,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/6aUWe0GSl69wMTSWWexsorMIvwU.jpg,,160000000,"[{u'id': 14, u'name': u'Fantasy'}, {u'id': 10402, u'name': u'Music'}, {u'id': 10749, u'name': u'Romance'}]",http://movies.disney.com/beauty-and-the-beast-2017,321612,tt2771200,200,en,Beauty and the Beast,"[u""A live-action adaptation of Disney's version of the classic 'Beauty and the Beast' tale of a cursed prince and a beautiful young woman who helps him break the spell.""]",179.45132,/tWqifoYuwLETmmasnGHO7xBjEtt.jpg,"[{u'name': u'Walt Disney Pictures', u'id': 2}, {u'name': u'Mandeville Films', u'id': 10227}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2017-03-17,877017934,129.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Be our guest.,Beauty and the Beast,False,7.1,1260
False,/5pAGnkFYSsFJ99ZxDIYnhQbQFXs.jpg,"{u'backdrop_path': u'/Abnosho2v3bcdvDww6T7Hfeczm1.jpg', u'poster_path': u'/1Zo4J5SAni8lyXt7NxJwJZ0f0ip.jpg', u'id': 748, u'name': u'X-Men Collection'}",97000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 18, u'name': u'Drama'}, {u'id': 878, u'name': u'Science Fiction'}]",http://www.foxmovies.com/movies/logan,263115,tt3315342,200,en,Logan,"[u""In the near future, a weary Logan cares for an ailing Professor X in a hide out on the Mexican border. But Logan's attempts to hide from the world and his legacy are up-ended when a young mutant arrives, being pursued by dark forces.""]",116.369877,/45Y1G5FEgttPAwjTYic6czC9xCn.jpg,"[{u'name': u'Twentieth Century Fox Film Corporation', u'id': 306}, {u'name': u""Donners' Company"", u'id': 431}, {u'name': u'Marvel Entertainment', u'id': 7505}, {u'name': u'TSG Entertainment', u'id': 22213}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2017-02-28,585551399,141.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,His Time Has Come,Logan,False,7.6,2078
False,/fxDXp8un4qNY9b1dLd7SH6CKzC.jpg,,75000000,"[{u'id': 16, u'name': u'Animation'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}, {u'id': 10751, u'name': u'Family'}, {u'id': 10402, u'name': u'Music'}]",http://www.singmovie.com/,335797,tt3470600,200,en,Sing,[u'A koala named Buster recruits his best friend to help him drum up business for his theater by hosting a singing competition.'],79.989984,/s9ye87pvq2IaDvjv9x4IOXVjvA7.jpg,"[{u'name': u'Universal Pictures', u'id': 33}, {u'name': u'Fuji Television Network', u'id': 3341}, {u'name': u'Dentsu', u'id': 6452}, {u'name': u'Illumination Entertainment', u'id': 6704}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-11-23,601303829,108.0,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'ja', u'name': u'\u65e5\u672c\u8a9e'}, {u'iso_639_1': u'uk', u'name': u'\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439'}]",Released,Auditions begin 2016.,Sing,False,6.7,1007
False,/pGwChWiAY1bdoxL79sXmaFBlYJH.jpg,,190000000,"[{u'id': 878, u'name': u'Science Fiction'}, {u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 14, u'name': u'Fantasy'}]",http://kongskullislandmovie.com/,293167,tt3731562,200,en,Kong: Skull Island,"[u'Explore the mysterious and dangerous home of the king of the apes as a team of explorers ventures deep inside the treacherous, primordial island.']",60.933195,/aoUyphk4nwffrwlZRaOa0eijgpr.jpg,"[{u'name': u'Warner Bros.', u'id': 6194}, {u'name': u'Legendary Entertainment', u'id': 84419}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2017-03-08,478935658,118.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,All hail the king,Kong: Skull Island,False,6.1,876
False,/dkMD5qlogeRMiEixC4YNPUvax2T.jpg,"{u'backdrop_path': u'/pJjIH9QN0OkHFV9eue6XfRVnPkr.jpg', u'poster_path': u'/qIm2nHXLpBBdMxi8dvfrnDkBUDh.jpg', u'id': 328, u'name': u'Jurassic Park Collection'}",150000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 53, u'name': u'Thriller'}]",http://www.jurassicworld.com/,135397,tt0369610,200,en,Jurassic World,"[u'Twenty-two years after the events of Jurassic Park, Isla Nublar now features a fully functioning dinosaur theme park, Jurassic World, as originally envisioned by John Hammond.']",50.976724,/jjBgi2r5cRt36xF6iNUEhzscEcb.jpg,"[{u'name': u'Universal Studios', u'id': 13}, {u'name': u'Amblin Entertainment', u'id': 56}, {u'name': u'Legendary Pictures', u'id': 923}, {u'name': u'Fuji Television Network', u'id': 3341}, {u'name': u'Dentsu', u'id': 6452}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2015-06-09,1513528810,124.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,The park is open.,Jurassic World,False,6.5,6716
False,/kMzU4PkXcKcDMngCxXji0BbVXsu.jpg,"{u'backdrop_path': u'/jc1Sh8U6dvWv9rHaRl8aosTAoPN.jpg', u'poster_path': u'/wsVseA7i3FqX24m26Z2gD3EtH4l.jpg', u'id': 435259, u'name': u'Fantastic Beasts Collection'}",180000000,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 28, u'name': u'Action'}, {u'id': 14, u'name': u'Fantasy'}]",http://www.fantasticbeasts.com/,259316,tt3183660,200,en,Fantastic Beasts and Where to Find Them,"[u'In 1926, Newt Scamander arrives at the Magical Congress of the United States of America with a magically expanded briefcase, which houses a number of dangerous creatures and their habitats. When the creatures escape from the briefcase, it sends the American wizarding authorities after Newt, and threatens to strain even further the state of magical and non-magical relations.']",39.553052,/gri0DDxsERr6B2sOR1fGLxLpSLx.jpg,"[{u'name': u'Heyday films', u'id': 437}, {u'name': u'Warner Bros.', u'id': 6194}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-11-16,809342332,133.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,From J.K. Rowling's wizarding world.,Fantastic Beasts and Where to Find Them,False,7.0,3117
False,/iWRKYHTFlsrxQtfQqFOQyceL83P.jpg,"{u'backdrop_path': u'/2hC8HHRUvwRljYKIcQDMyMbLlxz.jpg', u'poster_path': u'/xwggrEugjcJDuabIWvK2CpmK91z.jpg', u'id': 137697, u'name': u'Finding Nemo Collection'}",200000000,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 16, u'name': u'Animation'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}]",http://movies.disney.com/finding-dory,127380,tt2277860,200,en,Finding Dory,[u'Dory is reunited with her friends Nemo and Marlin in the search for answers about her past. What can she remember? Who are her parents? And where did she learn to speak Whale?'],33.089495,/z09QAf8WbZncbitewNk6lKYMZsh.jpg,"[{u'name': u'Walt Disney Pictures', u'id': 2}, {u'name': u'Pixar Animation Studios', u'id': 3}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-06-16,1028131226,97.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,An unforgettable journey she probably won't remember.,Finding Dory,False,6.7,2911
False,/lsRhmB7m36pEX0UHpkpJSE48BW5.jpg,,110000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 18, u'name': u'Drama'}, {u'id': 878, u'name': u'Science Fiction'}]",http://www.ghostintheshellmovie.com/,315837,tt1219827,200,en,Ghost in the Shell,"[u""In the near future, Major is the first of her kind: a human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.""]",41.800777,/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg,"[{u'name': u'Paramount Pictures', u'id': 4}, {u'name': u'DreamWorks SKG', u'id': 27}, {u'name': u'Grosvenor Park Productions', u'id': 17449}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2017-03-29,58776033,106.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,,Ghost in the Shell,False,6.5,229
False,/xu9zaAevzQ5nnrsXN6JcahLnG4i.jpg,,165000000,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 18, u'name': u'Drama'}, {u'id': 878, u'name': u'Science Fiction'}]",http://www.interstellarmovie.net/,157336,tt0816692,200,en,Interstellar,[u'Interstellar chronicles the adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.'],34.594463,/nBNZadXqJSdt05SHLqgT0HuC5Gm.jpg,"[{u'name': u'Paramount Pictures', u'id': 4}, {u'name': u'Legendary Pictures', u'id': 923}, {u'name': u'Warner Bros.', u'id': 6194}, {u'name': u'Syncopy', u'id': 9996}, {u'name': u'Lynda Obst Productions', u'id': 13769}]","[{u'iso_3166_1': u'CA', u'name': u'Canada'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}, {u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",2014-11-05,675120017,169.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Mankind was born on Earth. It was never meant to die here.,Interstellar,False,8.0,8058
False,/hES8wGmkxHa54z7hqUMpw5TIs09.jpg,,58000000,"[{u'id': 27, u'name': u'Horror'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 53, u'name': u'Thriller'}]",http://www.lifemovie.com/,395992,tt5442430,200,en,Life,"[u'The six-member crew of the International Space Station is tasked with studying a sample from Mars that may be the first proof of extra-terrestrial life, which proves more intelligent than ever expected.']",31.221253,/h2mhfbEBGABSHo2vXG1ECMKAJa7.jpg,"[{u'name': u'Columbia Pictures', u'id': 5}, {u'name': u'Skydance Productions', u'id': 6277}, {u'name': u'Sony Pictures Entertainment (SPE)', u'id': 7431}, {u'name': u'Nvizage', u'id': 82925}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2017-03-23,50969239,103.0,"[{u'iso_639_1': u'cn', u'name': u'\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71'}, {u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'ja', u'name': u'\u65e5\u672c\u8a9e'}]",Released,Be careful what you search for,Life,False,6.1,218
False,/4G6FNNLSIVrwSRZyFs91hQ3lZtD.jpg,,9000000,"[{u'id': 27, u'name': u'Horror'}, {u'id': 53, u'name': u'Thriller'}]",http://www.splitmovie.com/,381288,tt4972582,200,en,Split,"[u'Though Kevin has evidenced 23 personalities to his trusted psychiatrist, Dr. Fletcher, there remains one still submerged who is set to materialize and dominate all the others. Compelled to abduct three teenage girls led by the willful, observant Casey, Kevin reaches a war for survival among all of those contained within him\u2014as well as everyone around him\u2014as the walls between his compartments shatter apart.']",26.919741,/rXMWOZiCt6eMX22jWuTOSdQ98bY.jpg,"[{u'name': u'Universal Pictures', u'id': 33}, {u'name': u'Blumhouse Productions', u'id': 3172}, {u'name': u'Blinding Edge Pictures', u'id': 12236}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2017-01-19,269961806,117.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Kevin has 23 distinct personalities. The 24th is about to be unleashed.,Split,False,6.7,1536
False,/bHarw8xrmQeqf3t8HpuMY7zoK4x.jpg,"{u'backdrop_path': u'/b09vRh5oOda2REMlv9yiMxULRIt.jpg', u'poster_path': u'/kFWLxUwcSpiLzszZbxUIZT9g6WR.jpg', u'id': 284433, u'name': u'Guardians of the Galaxy Collection'}",170000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 12, u'name': u'Adventure'}]",http://marvel.com/guardians,118340,tt2015381,200,en,Guardians of the Galaxy,"[u'Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.']",28.266373,/y31QB9kn3XSudA15tV7UWQ9XLuW.jpg,"[{u'name': u'Marvel Studios', u'id': 420}, {u'name': u'Moving Picture Company (MPC)', u'id': 20478}, {u'name': u'Bulletproof Cupid', u'id': 54850}, {u'name': u'Revolution Sun Studios', u'id': 76043}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",2014-07-30,773328629,121.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,All heroes start somewhere.,Guardians of the Galaxy,False,7.9,6746
False,/m5O3SZvQ6EgD5XXXLPIP1wLppeW.jpg,"{u'backdrop_path': u'/nZSYqitBkAvmoq5IrsGsSWuhSC8.jpg', u'poster_path': u'/2tOgiY533JSFp7OrVlkeRJvsZpI.jpg', u'id': 131295, u'name': u'Captain America Collection'}",250000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 878, u'name': u'Science Fiction'}]",http://marvel.com/captainamericapremiere,271110,tt3498820,200,en,Captain America: Civil War,"[u'Following the events of Age of Ultron, the collective governments of the world pass an act designed to regulate all superhuman activity. This polarizes opinion amongst the Avengers, causing two factions to side with Iron Man or Captain America, which causes an epic battle between former allies.']",25.626141,/kSBXou5Ac7vEqKd97wotJumyJvU.jpg,"[{u'name': u'Studio Babelsberg', u'id': 264}, {u'name': u'Marvel Studios', u'id': 420}, {u'name': u'Vita-Ray Dutch Productions (III)', u'id': 84424}, {u'name': u'Deluxe Digital Studios', u'id': 84425}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-04-27,1153304495,146.0,"[{u'iso_639_1': u'ro', u'name': u'Rom\xe2n\u0103'}, {u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'de', u'name': u'Deutsch'}, {u'iso_639_1': u'ru', u'name': u'P\u0443\u0441\u0441\u043a\u0438\u0439'}]",Released,Divided We Fall,Captain America: Civil War,False,6.9,5116
False,/yIZ1xendyqKvY3FGeeUYUd5X9Mm.jpg,,47000000,"[{u'id': 18, u'name': u'Drama'}, {u'id': 878, u'name': u'Science Fiction'}]",http://www.arrivalmovie.com/,329865,tt2543164,200,en,Arrival,"[u'Taking place after alien crafts land around the world, an expert linguist is recruited by the military to determine whether they come in peace or are a threat.']",27.787982,/hLudzvGfpi6JlwUnsNhXwKKg4j.jpg,"[{u'name': u'Paramount Pictures', u'id': 4}, {u'name': u'21 Laps Entertainment', u'id': 2575}, {u'name': u'FilmNation Entertainment', u'id': 7493}, {u'name': u'Lava Bear Films', u'id': 32300}, {u'name': u'Xenolinguistics', u'id': 88466}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-11-10,198005056,113.0,"[{u'iso_639_1': u'zh', u'name': u'\u666e\u901a\u8bdd'}, {u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'ru', u'name': u'P\u0443\u0441\u0441\u043a\u0438\u0439'}]",Released,Why are they here?,Arrival,False,6.9,3325
False,/8keMlLuzB9XIUBnbdEq5DCqZdHQ.jpg,,0,"[{u'id': 16, u'name': u'Animation'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 10751, u'name': u'Family'}]",http://www.dreamworks.com/thebossbaby/,295693,tt3874544,200,en,The Boss Baby,"[u""A story about how a new baby's arrival impacts a family, told from the point of view of a delightfully unreliable narrator, a wildly imaginative 7 year old named Tim.""]",38.72391,/67NXPYvK92oQgEQvLppF2Siol9q.jpg,"[{u'name': u'Twentieth Century Fox Film Corporation', u'id': 306}, {u'name': u'DreamWorks Animation', u'id': 521}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2017-03-23,111065699,97.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Born leader,The Boss Baby,False,5.8,175
False,/PIXSMakrO3s2dqA7mCvAAoVR0E.jpg,"{u'backdrop_path': u'/2gSaXagD9ZCuBHOsXF4tvtW7Djd.jpg', u'poster_path': u'/aK8qq0X0pZbf5ncE3JLQ27hdC4F.jpg', u'id': 2326, u'name': u'Underworld Collection'}",35000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 27, u'name': u'Horror'}]",http://www.underworldbloodwars-movie.com/,346672,tt3717252,200,en,Underworld: Blood Wars,"[u'Vampire death dealer Selene fends off brutal attacks from both the Lycan clan and the Vampire faction that betrayed her. With her only allies, David and his father Thomas, she must stop the eternal war between Lycans and Vampires, even if it means she has to make the ultimate sacrifice.']",21.311655,/nHXiMnWUAUba2LZ0dFkNDVdvJ1o.jpg,"[{u'name': u'Lakeshore Entertainment', u'id': 126}, {u'name': u'Screen Gems', u'id': 3287}, {u'name': u'Sketch Films', u'id': 7738}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-11-28,81093313,91.0,"[{u'iso_639_1': u'km', u'name': u''}, {u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'uk', u'name': u'\u0423\u043a\u0440\u0430\u0457\u043d\u0441\u044c\u043a\u0438\u0439'}]",Released,Protect the Bloodline,Underworld: Blood Wars,False,4.9,1127
False,/tFI8VLMgSTTU38i8TIsklfqS9Nl.jpg,,165000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 14, u'name': u'Fantasy'}, {u'id': 878, u'name': u'Science Fiction'}]",http://marvel.com/doctorstrange,284052,tt1211837,200,en,Doctor Strange,"[u'After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.']",20.287906,/4PiiNGXj1KENTmCBHeN6Mskj2Fq.jpg,"[{u'name': u'Marvel Studios', u'id': 420}, {u'name': u'Walt Disney Studios Motion Pictures', u'id': 3036}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-10-25,677548114,115.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Open your mind. Change your reality.,Doctor Strange,False,6.9,3220
False,/phszHPFVhPHhMZgo0fWTKBDQsJA.jpg,"{u'backdrop_path': u'/zI0q2ENcQOLECbe0gAEGlncVh2j.jpg', u'poster_path': u'/jZowUf4okNYuSlgj5iURE7CDMho.jpg', u'id': 8945, u'name': u'Mad Max Collection'}",150000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 53, u'name': u'Thriller'}]",http://www.madmaxmovie.com/,76341,tt1392190,200,en,Mad Max: Fury Road,"[u""An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.""]",25.282862,/kqjL17yufvn9OVLyXYpvtyrFfak.jpg,"[{u'name': u'Village Roadshow Pictures', u'id': 79}, {u'name': u'Kennedy Miller Productions', u'id': 2537}]","[{u'iso_3166_1': u'ZA', u'name': u'South Africa'}, {u'iso_3166_1': u'AU', u'name': u'Australia'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}, {u'iso_3166_1': u'NA', u'name': u'Namibia'}]",2015-05-13,378858340,120.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,What a Lovely Day.,Mad Max: Fury Road,False,7.2,7359
False,/tZjVVIYXACV4IIIhXeIM59ytqwS.jpg,,200000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 18, u'name': u'Drama'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 10752, u'name': u'War'}]",http://www.starwars.com/films/rogue-one,330459,tt3748528,200,en,Rogue One: A Star Wars Story,[u'A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.'],21.369586,/qjiskwlV1qQzRCjpV0cL9pEMF9a.jpg,"[{u'name': u'Lucasfilm', u'id': 1}, {u'name': u'Walt Disney Studios Motion Pictures', u'id': 3036}, {u'name': u'Allison Shearmur Productions', u'id': 47706}, {u'name': u'Black Hangar Studios', u'id': 68738}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-12-14,1053929274,133.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,A Rebellion Built on Hope,Rogue One: A Star Wars Story,False,7.3,2920
False,/n1y094tVDFATSzkTnFxoGZ1qNsG.jpg,"{u'backdrop_path': u'/hBQOWY8qWXJVFAc8yLTh1teIu43.jpg', u'poster_path': None, u'id': 448150, u'name': u'Deadpool Collection'}",58000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",http://www.foxmovies.com/movies/deadpool,293660,tt1431045,200,en,Deadpool,"[u'Based upon Marvel Comics\u2019 most unconventional anti-hero, DEADPOOL tells the origin story of former Special Forces operative turned mercenary Wade Wilson, who after being subjected to a rogue experiment that leaves him with accelerated healing powers, adopts the alter ego Deadpool. Armed with his new abilities and a dark, twisted sense of humor, Deadpool hunts down the man who nearly destroyed his life.']",26.537956,/inVq3FRqcYIRl2la8iZikYYxFNR.jpg,"[{u'name': u'Twentieth Century Fox Film Corporation', u'id': 306}, {u'name': u'Marvel Entertainment', u'id': 7505}, {u'name': u""The Donners' Company"", u'id': 11307}, {u'name': u'TSG Entertainment', u'id': 22213}, {u'name': u'Kinberg Genre', u'id': 78091}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2016-02-09,783112979,108.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Witness the beginning of a happy ending,Deadpool,False,7.3,7620
False,/z2QUexmccqrvw1kDMw3R8TxAh5E.jpg,"{u'backdrop_path': u'/ibLeWo3X3dVo4rxvn4m3y90ms1I.jpg', u'poster_path': None, u'id': 8384, u'name': u'Proletariat Collection'}",0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 80, u'name': u'Crime'}]",,2,tt0094675,200,fi,Ariel,"[u""Taisto Kasurinen is a Finnish coal miner whose father has just committed suicide and who is framed for a crime he did not commit. In jail, he starts to dream about leaving the country and starting a new life. He escapes from prison but things don't go as planned...""]",0.680546,/gZCJZOn4l0Zj5hAxsMbxoS6CL0u.jpg,"[{u'name': u'Villealfa Filmproduction Oy', u'id': 2303}, {u'name': u'Finnish Film Foundation', u'id': 2396}]","[{u'iso_3166_1': u'FI', u'name': u'Finland'}]",1988-10-21,0,69.0,"[{u'iso_639_1': u'fi', u'name': u'suomi'}, {u'iso_639_1': u'de', u'name': u'Deutsch'}]",Released,,Ariel,False,6.8,34
False,/6YjUX87VtIEuDzanBE6obVxE9V3.jpg,"{u'backdrop_path': u'/ibLeWo3X3dVo4rxvn4m3y90ms1I.jpg', u'poster_path': None, u'id': 8384, u'name': u'Proletariat Collection'}",0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 35, u'name': u'Comedy'}]",,3,tt0092149,200,fi,Varjoja paratiisissa,"[u'An episode in the life of Nikander, a garbage man, involving the death of a co-worker, an affair and much more.']",0.424031,/7ad4iku8cYBuB08g9yAU7tHJik5.jpg,"[{u'name': u'Villealfa Filmproduction Oy', u'id': 2303}]","[{u'iso_3166_1': u'FI', u'name': u'Finland'}]",1986-10-16,0,76.0,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fi', u'name': u'suomi'}, {u'iso_639_1': u'sv', u'name': u'svenska'}]",Released,,Shadows in Paradise,False,6.8,25
False,/3EqYpbGCE9S5GddU2K4cYzP5UmI.jpg,,4000000,"[{u'id': 80, u'name': u'Crime'}, {u'id': 35, u'name': u'Comedy'}]",,5,tt0113101,200,en,Four Rooms,"[u""It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.""]",1.095309,/eQs5hh9rxrk1m4xHsIz1w11Ngqb.jpg,"[{u'name': u'Miramax Films', u'id': 14}, {u'name': u'A Band Apart', u'id': 59}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",1995-12-25,4300000,98.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,"Twelve outrageous guests. Four scandalous requests. And one lone bellhop, in his first day on the job, who's in for the wildest New year's Eve of his life.",Four Rooms,False,6.4,392
False,/eXKgVIjLCFNpQkjVg1VpA8yM2GA.jpg,,0,"[{u'id': 28, u'name': u'Action'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 80, u'name': u'Crime'}]",,6,tt0107286,200,en,Judgment Night,"[u'While racing to a boxing match, Frank, Mike, John and Rey get more than they bargained for. A wrong turn lands them directly in the path of Fallon, a vicious, wise-cracking drug lord. After accidentally witnessing Fallon murder a disloyal henchman, the four become his unwilling prey in a savage game of cat &amp; mouse as they are mercilessly stalked through the urban jungle in this taut suspense drama']",0.662908,/lNXmgUrP6h1nD53gkFh4WDzT6RZ.jpg,"[{u'name': u'Largo Entertainment', u'id': 1644}, {u'name': u'JVC Entertainment Networks', u'id': 4248}]","[{u'iso_3166_1': u'JP', u'name': u'Japan'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}]",1993-10-15,12136938,110.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,Don't move. Don't whisper. Don't even breathe.,Judgment Night,False,6.6,61
False,/4iJfYYoQzZcONB9hNzg0J0wWyPH.jpg,"{u'backdrop_path': u'/d8duYyyC9J5T825Hg7grmaabfxQ.jpg', u'poster_path': u'/ghd5zOQnDaDW1mxO7R5fXXpZMu.jpg', u'id': 10, u'name': u'Star Wars Collection'}",11000000,"[{u'id': 12, u'name': u'Adventure'}, {u'id': 28, u'name': u'Action'}, {u'id': 878, u'name': u'Science Fiction'}]",http://www.starwars.com/films/star-wars-episode-iv-a-new-hope,11,tt0076759,200,en,Star Wars,[u'Princess Leia is captured and held hostage by the evil Imperial forces in their effort to take over the galactic Empire. Venturesome Luke Skywalker and dashing captain Han Solo team together with the loveable robot duo R2-D2 and C-3PO to rescue the beautiful princess and restore peace and justice in the Empire.'],8.485808,/tvSlBzAdRE29bZe5yYWrJ2ds137.jpg,"[{u'name': u'Lucasfilm', u'id': 1}, {u'name': u'Twentieth Century Fox Film Corporation', u'id': 306}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",1977-05-25,775398007,121.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,"A long time ago in a galaxy far, far away...",Star Wars,False,8.0,5285
