adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,movie_status_code,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,/gk0gnxKDrRGa1J8cN6bYz1aHLW6.jpg,,8000000,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10751, u'name': u'Family'}]",http://www.whaleriderthemovie.com/,1088,tt0298228,200,en,[u'Whale Rider'],"[u""On the east coast of New Zealand, the Whangara people believe their presence there dates back a thousand years or more to a single ancestor, Paikea, who escaped death when his canoe capsized by riding to shore on the back of a whale. From then on, Whangara chiefs, always the first-born, always male, have been considered Paikea's direct descendants. Pai, an 11-year-old girl in a patriarchal New Zealand tribe, believes she is destined to be the new chief. But her grandfather Koro is bound by tradition to pick a male leader. Pai loves Koro more than anyone in the world, but she must fight him and a thousand years of tradition to fulfill her destiny.""]",1.033642,/x6qMQ6LActtQSjuXidzuhqVW3AT.jpg,"[{u'name': u'South Pacific Pictures', u'id': 654}]","[{u'iso_3166_1': u'NZ', u'name': u'New Zealand'}]",2003-01-30,41400000,101.0,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'mi', u'name': u''}]",Released,[u''],[u'Whale Rider'],False,6.9,90
False,/vaFuy8olnsULqdd09DsxWf1ry1k.jpg,,24000000,"[{u'id': 28, u'name': u'Action'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 80, u'name': u'Crime'}]",,1089,tt0102685,200,en,[u'Point Break'],"[u'In the coastal town of Los Angeles, a gang of bank robbers call themselves The Ex-Presidents commit their crimes while wearing masks of Reagan, Carter, Nixon and Johnson. The F.B.I. believes that the members of the gang could be surfers and send young agent Johnny Utah undercover at the beach to mix with the surfers and gather information.']",2.370778,/qzKNI8b8EZZhwGFqPavPO04abf.jpg,"[{u'name': u'Largo Entertainment', u'id': 1644}, {u'name': u'JVC Entertainment Networks', u'id': 4248}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",1991-07-12,83531958,120.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,[u'Twenty-seven banks in three years. Anything to catch the perfect wave.'],[u'Point Break'],False,6.8,645
False,/yT0FxS7LogdVEJz3FcdzPetzDTK.jpg,,16000000,"[{u'id': 53, u'name': u'Thriller'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 9648, u'name': u'Mystery'}]",,1090,tt0139809,200,en,[u'The Thirteenth Floor'],"[u""Computer scientist Hannon Fuller has discovered something extremely important. He's about to tell the discovery to his colleague, Douglas Hall, but knowing someone is after him, the old man leaves a letter in his computer generated parallel world that's just like the 30's with seemingly real people with real emotions.""]",1.720695,/19XUd3YoAY2cwWJnutvq5VEtiIO.jpg,"[{u'name': u'Columbia Pictures', u'id': 5}, {u'name': u'Centropolis Film Productions', u'id': 620}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",1999-04-16,18564088,100.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,"[u""Question reality. You can go there even though it doesn't exist.""]",[u'The Thirteenth Floor'],False,6.7,293
False,/hnxieS9l0aWUTOHmNNj4cVoyj52.jpg,,15000000,"[{u'id': 27, u'name': u'Horror'}, {u'id': 878, u'name': u'Science Fiction'}, {u'id': 9648, u'name': u'Mystery'}, {u'id': 53, u'name': u'Thriller'}]",http://www.theofficialjohncarpenter.com/the-thing/,1091,tt0084787,200,en,[u'The Thing'],[u'Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.'],5.428329,/s5fH3GqFcHbi2F0NSBSh4KRNTc0.jpg,"[{u'name': u'Universal Pictures', u'id': 33}, {u'name': u'Turman-Foster Company', u'id': 662}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",1982-06-25,19629760,109.0,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'no', u'name': u'Norsk'}]",Released,[u'Man is The Warmest Place to Hide.'],[u'The Thing'],False,7.7,1192
False,/lrIuSWdC1LfKJZUnBX6axJxzZGe.jpg,,0,"[{u'id': 53, u'name': u'Thriller'}, {u'id': 9648, u'name': u'Mystery'}]",,1092,tt0041959,200,en,[u'The Third Man'],"[u""An American pulp writer arrives in post-WWII Vienna only to find that the friend who waited for him is killed under mysterious circumstances. The ensuing mystery entangles him in his friend's involvement in the black market, with the multinational police, and with his Czech girlfriend.""]",1.651247,/xsVmiQG7s2T0UIctSpDvpNv9CX5.jpg,"[{u'name': u'London Film Productions', u'id': 659}, {u'name': u'British Lion Film Corporation', u'id': 660}, {u'name': u'The Criterion Collection', u'id': 10932}]","[{u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",1949-08-31,596349,104.0,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'ru', u'name': u'P\u0443\u0441\u0441\u043a\u0438\u0439'}, {u'iso_639_1': u'de', u'name': u'Deutsch'}]",Released,[u'Hunted by men...Sought by WOMEN!'],[u'The Third Man'],False,7.8,324
False,/dCexsXeqZBSJUsVszJwpq62766l.jpg,,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}, {u'id': 80, u'name': u'Crime'}]",,1093,tt0051378,200,fr,"[u""Ascenseur pour l'\xe9chafaud""]","[u'The feature-film debut of famed director Louis Malle is an interesting, modern film noir with the classic theme of lovers plotting to kill the husband and make it look like suicide (reminiscent of The Postman Always Rings Twice). Jeanne Moreau gives an astonishing performance, perverse but naive as she leads her young lover down a path that can only lead to doom for both of them.']",0.387427,/gwPV0aXkNyb33BcLTbYH6b1bxya.jpg,"[{u'name': u'Nouvelles \xc9ditions de Film', u'id': 661}]","[{u'iso_3166_1': u'FR', u'name': u'France'}]",1958-06-10,263404,88.0,"[{u'iso_639_1': u'de', u'name': u'Deutsch'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}]",Released,[u'Frantic for life and love - Frantic for excitement'],[u'Elevator to the Gallows'],False,7.7,61
False,/g8CoRwg6tpEuKKNKjyydoEO2oGD.jpg,,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 10749, u'name': u'Romance'}]",,296007,,200,en,[u'\u58de\u59d0\u59d0\u4e4b\u62c6\u5a5a\u806f\u76df'],"[u""Professional astrologer Huang Ershan lives her life by the rules of the stars. When she learns that her brother is in Korea and is about to marry his astrology incompatible fianc\xe9e, she decides to fly straight to Busan to try and cancel the wedding. On the flight there, she meets the fianc\xe9e's father, and together they try to break up the marriage.""]",0.196329,/a5YtyqCSnG0KdtB3RBIfONkHOuL.jpg,"[{u'name': u'Heyi Film', u'id': 34463}]","[{u'iso_3166_1': u'KR', u'name': u'South Korea'}, {u'iso_3166_1': u'CN', u'name': u'China'}]",2014-11-11,0,0.0,"[{u'iso_639_1': u'ko', u'name': u'\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0'}, {u'iso_639_1': u'zh', u'name': u'\u666e\u901a\u8bdd'}]",Post Production,[u''],[u'Bad Sister'],False,6.5,1
False,,"{u'backdrop_path': None, u'poster_path': None, u'id': 155421, u'name': u'Mr. Vampire Collection'}",0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 27, u'name': u'Horror'}]",,132169,tt0105857,200,cn,[u'\u65b0\u50f5\u5c38\u5148\u751f'],"[u""Master Lam and his two disciples must battle a horde of Chinese vampires in order to get the teeth dust needed to cure an ailing general. Meanwhile, the general's wife is pregnant, and the evil spirit of an aborted baby wants to possess the unborn child's body for its resurrection.""]",0.504441,/4vG8BlM0GdDlsk7pkbq0bQ0cNqS.jpg,[],[],1992-08-08,0,0.0,"[{u'iso_639_1': u'cn', u'name': u'\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71'}]",Released,[u''],[u'Mr. Vampire 1992'],False,6.5,2
False,/ffx3IgsXkOkyF6N2TXWy1ZwnBzk.jpg,,40000000,"[{u'id': 18, u'name': u'Drama'}]",,109410,tt0453562,200,en,[u'42'],"[u'The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball\u2019s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers\u2019 general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.']",0.693724,/vlP18ooLmvYVNnqidbot0FupY05.jpg,"[{u'name': u'Warner Bros.', u'id': 6194}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2013-04-12,95020213,128.0,[],Released,[u'The True Story Of An American Legend'],[u'42'],False,6.8,717
False,/iSi3OJKSPNknaxSvjpOa6c38Xgn.jpg,"{u'backdrop_path': u'/c9mWaF2oeodriDLqYQr425sasxo.jpg', u'poster_path': u'/8Zih8QGPJNXUuws0fIZmjxjs2Su.jpg', u'id': 115838, u'name': u'Escape From ... Collection'}",6000000,"[{u'id': 878, u'name': u'Science Fiction'}, {u'id': 28, u'name': u'Action'}]",http://www.theofficialjohncarpenter.com/escape-from-new-york/,1103,tt0082340,200,en,[u'Escape from New York'],"[u""In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.""]",1.602824,/z1KTbKJh7vSTTXllxxE4DWG63rT.jpg,"[{u'name': u'AVCO Embassy Pictures', u'id': 494}, {u'name': u'Goldcrest Films International', u'id': 500}, {u'name': u'International Film Investors', u'id': 502}, {u'name': u'City Film', u'id': 664}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}, {u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",1981-05-22,50244700,99.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,[u'1997. New York City is now a maximum security prison. Breaking out is impossible. Breaking in is insane.'],[u'Escape from New York'],False,6.8,533
False,/sZ5vL6LJTcvo7bgCpQTPIhefLCe.jpg,"{u'backdrop_path': u'/iGoYKA0TFfgSoZpG2u5viTJMGfK.jpg', u'poster_path': u'/j5te0YNZAMXDBnsqTUDKIBEt8iu.jpg', u'id': 34055, u'name': u'Pok\xe9mon Collection'}",0,"[{u'id': 28, u'name': u'Action'}, {u'id': 12, u'name': u'Adventure'}, {u'id': 16, u'name': u'Animation'}, {u'id': 14, u'name': u'Fantasy'}]",http://www.pokemon.com/us/movies/movie-pokemon-heroes-2003/,33875,tt0347791,200,ja,[u'\u5287\u5834\u7248\u30dd\u30b1\u30c3\u30c8\u30e2\u30f3\u30b9\u30bf\u30fc \u6c34\u306e\u90fd\u306e\u8b77\u795e \u30e9\u30c6\u30a3\u30a2\u30b9\u3068\u30e9\u30c6\u30a3\u30aa\u30b9'],"[u'Ash, Pikachu and his friends try and stop a pair of thieves hiding out in the canals and alleyways of Alto Mare, the age-old water capital. Joining the adventure are two new legendary Pok\xe9mon, a pair of siblings named Latias and Latios, who serve as peacekeepers and protectors of the Soul Dew - a priceless treasure with a mysterious power.']",0.459424,/ga8kZrYA1VEg5sVRtrKLGSehJE.jpg,"[{u'name': u'4 Kids Entertainment', u'id': 34231}]","[{u'iso_3166_1': u'JP', u'name': u'Japan'}]",2002-07-13,20867919,71.0,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'ja', u'name': u'\u65e5\u672c\u8a9e'}]",Released,[u''],[u'Pok\xe9mon Heroes: Latios and Latias'],False,5.5,49
False,,,0,"[{u'id': 16, u'name': u'Animation'}, {u'id': 18, u'name': u'Drama'}]",http://planetarian-project.com/,394326,,200,ja,[u'\u5287\u5834\u7248\u300cplanetarian\uff5e\u661f\u306e\u4eba\uff5e\u300d'],[u'The film adapts a side story of the Planetarian visual novel.'],0.430713,/1lokSk4ZERm5rEhmKGezIZAuM4N.jpg,[],"[{u'iso_3166_1': u'JP', u'name': u'Japan'}]",2016-09-03,0,0.0,"[{u'iso_639_1': u'ja', u'name': u'\u65e5\u672c\u8a9e'}]",Released,[u''],[u'Planetarian: Hoshi no Hito'],False,0.0,0
False,/nVpCTnSR1xAOphLlaXowcqp3Cbx.jpg,,0,"[{u'id': 18, u'name': u'Drama'}]",http://www.gespenster-der-film.de/,1115,tt0419773,200,de,[u'Gespenster'],"[u'Nina, an end-of-teenage orphan with mental problems, starts a new job as a garden cleaner when she meets Toni. They fell in love with each other, but soon Toni starts betraying Nina. In the meantime, Francoise is picked up at a psychic department of a Berlin hospital by her husband, Pierre. After seeing Nina, Francoise believes that she has found her kidnapped daughter Marie, but neither Toni nor Pierre believe her. Nina is unsure about what to think...']",0.158653,/xN6BG1WJPOJgwQJ4SKlLZ1UYVct.jpg,[],"[{u'iso_3166_1': u'DE', u'name': u'Germany'}]",2005-09-15,0,85.0,"[{u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}, {u'iso_639_1': u'de', u'name': u'Deutsch'}]",Released,[u''],[u'Ghosts'],False,7.3,5
False,/bFMVJ0RZ6xHqsZhHQwxc0fPi5h6.jpg,,6500000,"[{u'id': 18, u'name': u'Drama'}, {u'id': 36, u'name': u'History'}, {u'id': 10752, u'name': u'War'}]",,1116,tt0460989,200,en,[u'The Wind That Shakes the Barley'],"[u'Set during the 1920\u2019s Irish revolution against the British, an Irish medical student is about to start his new job in London \u2013 but after he witnesses the mercenary atrocities of the British, he decides to join his brother in the IRA to fight for Irish independence.']",0.382697,/uLt7SpgPjfwkWqJpUk08xONISFZ.jpg,"[{u'name': u'BIM Distribuzione', u'id': 225}, {u'name': u'Matador Pictures', u'id': 707}, {u'name': u'Diaphana Films', u'id': 744}, {u'name': u'B\xf3rd Scann\xe1n na h\xc9ireann', u'id': 1898}, {u'name': u'Element Films', u'id': 2274}, {u'name': u'UK Film Council', u'id': 2452}, {u'name': u'Path\xe9 Distribution', u'id': 3012}, {u'name': u'Irish Film Board', u'id': 5267}, {u'name': u'Tornasol Films', u'id': 7680}, {u'name': u'Sixteen Films', u'id': 12695}, {u'name': u'Regent Capital', u'id': 12696}, {u'name': u'EMC Produktion', u'id': 19929}, {u'name': u'Cin\xe9art', u'id': 19930}, {u'name': u'TV3 Television Network Ireland', u'id': 19931}, {u'name': u'Filmcoopi Z\xfcrich', u'id': 19932}, {u'name': u'Oil Flick Films No.2', u'id': 19933}]","[{u'iso_3166_1': u'IE', u'name': u'Ireland'}, {u'iso_3166_1': u'GB', u'name': u'United Kingdom'}, {u'iso_3166_1': u'DE', u'name': u'Germany'}, {u'iso_3166_1': u'IT', u'name': u'Italy'}, {u'iso_3166_1': u'ES', u'name': u'Spain'}, {u'iso_3166_1': u'FR', u'name': u'France'}, {u'iso_3166_1': u'BE', u'name': u'Belgium'}, {u'iso_3166_1': u'CH', u'name': u'Switzerland'}]",2006-05-18,22889018,124.0,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'ga', u'name': u'Gaeilge'}, {u'iso_639_1': u'la', u'name': u'Latin'}]",Released,"[u""Winner of the PALME D'OR at the 2006 Cannes Film Festival.""]",[u'The Wind That Shakes the Barley'],False,6.9,121
False,/rBdNKAx17LQdGUlk8Kslv3bC8aa.jpg,,11000000,"[{u'id': 80, u'name': u'Crime'}, {u'id': 18, u'name': u'Drama'}]",,11109,tt0383694,200,en,[u'Vera Drake'],[u'Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain \u2013 a conflict that leads to tragedy for her family.'],0.38393,/77hjGa27bYYHWjQcW3LRO87cT62.jpg,"[{u'name': u'Ingenious Film Partners', u'id': 289}, {u'name': u'Les Films Alain Sarde', u'id': 635}, {u'name': u'UK Film Council', u'id': 2452}, {u'name': u'Inside Track 1', u'id': 8763}, {u'name': u'Thin Man Films', u'id': 10100}, {u'name': u'National Lottery through UK Film Council', u'id': 20456}, {u'name': u'Inside Track Productions', u'id': 52723}, {u'name': u'Film Council Premiere Fund', u'id': 52724}, {u'name': u'Untitled 03', u'id': 52725}]","[{u'iso_3166_1': u'FR', u'name': u'France'}, {u'iso_3166_1': u'GB', u'name': u'United Kingdom'}]",2004-10-22,0,125.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,[u'Wife. Mother. Criminal.'],[u'Vera Drake'],False,6.6,64
False,/jznP87h6Mo5E8s5wNqoCCgcT86i.jpg,"{u'backdrop_path': None, u'poster_path': u'/y1YpOf2NcFVvyodJ6WO0YDtW0E8.jpg', u'id': 192175, u'name': u'Fight Back to School Collection'}",0,"[{u'id': 35, u'name': u'Comedy'}]",,66657,tt0108293,200,cn,[u'\u9003\u5b66\u5a01\u9f99 III \u9f99\u8fc7\u9e21\u5e74'],"[u'Stephen Chow returns as Chow Sing-Sing, the obnoxious undercover cop who seems to get into all sorts of trouble, only this time he doesn\u2019t go back to school. Instead, Chow goes undercover as the husband of a wealthy socialite (Anita Mui), which doesn\u2019t sit well with his fianc\xe9e played by Cheung Man who tries to convince Chow to quit working as undercover.']",0.160396,/drUgyxVfYT1XryiYoWacyS0d6tu.jpg,[],"[{u'iso_3166_1': u'HK', u'name': u'Hong Kong'}]",1993-01-14,0,89.0,"[{u'iso_639_1': u'cn', u'name': u'\u5e7f\u5dde\u8bdd / \u5ee3\u5dde\u8a71'}, {u'iso_639_1': u'zh', u'name': u'\u666e\u901a\u8bdd'}]",Released,[u''],[u'Fight Back to School 3'],False,6.3,10
False,/zPaZzRQZT0iNCmcEgJEa6gIVu8T.jpg,,0,"[{u'id': 28, u'name': u'Action'}, {u'id': 18, u'name': u'Drama'}, {u'id': 53, u'name': u'Thriller'}]",,1123,tt0437232,200,en,[u'Catch a Fire'],"[u'The true story of anti-apartheid activists in South Africa, and particularly the life of Patrick Chamusso, a timid foreman at Secunda CTL, the largest synthetic fuel plant in the world. Patrick is wrongly accused, imprisoned and tortured for an attempt to bomb the plant, with the injustice transforming the apolitical worker into a radicalised insurgent, who then carries out his own successful sabotage mission.']",0.752832,/3gra6N7DUNdac8iG44ozl8Rnh8H.jpg,"[{u'name': u'Mirage Enterprises', u'id': 932}, {u'name': u'Studio Canal', u'id': 5870}, {u'name': u'Working Title Films', u'id': 10163}]","[{u'iso_3166_1': u'FR', u'name': u'France'}, {u'iso_3166_1': u'GB', u'name': u'United Kingdom'}, {u'iso_3166_1': u'US', u'name': u'United States of America'}, {u'iso_3166_1': u'ZA', u'name': u'South Africa'}]",2006-10-27,4291965,101.0,"[{u'iso_639_1': u'af', u'name': u'Afrikaans'}, {u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'zu', u'name': u'isiZulu'}]",Released,"[u'The spark that ignites us, unites us.']",[u'Catch a Fire'],False,6.4,22
False,/c5o7FN2vzI7xlU6IF1y64mgcH9E.jpg,,40000000,"[{u'id': 18, u'name': u'Drama'}, {u'id': 9648, u'name': u'Mystery'}, {u'id': 53, u'name': u'Thriller'}]",http://wwws.warnerbros.de/theprestige/,1124,tt0482571,200,en,[u'The Prestige'],"[u'A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.']",5.345155,/5MXyQfz8xUP3dIFPTubhTsbFY6N.jpg,"[{u'name': u'Touchstone Pictures', u'id': 9195}, {u'name': u'Syncopy', u'id': 9996}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2006-10-19,109676311,130.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,[u'Are You Watching Closely?'],[u'The Prestige'],False,7.9,3194
False,/ivr7JiwjfLdUaEL48X1dcvQ2eaT.jpg,,70000000,"[{u'id': 18, u'name': u'Drama'}]",http://www.dreamgirlsmovie.com/,1125,tt0443489,200,en,[u'Dreamgirls'],"[u""Three young women \u2013 Deena Jones, Effie White and Lorrell Robinson \u2013 dream of becoming pop stars and they get their wish when they're chosen to be backup singers for the legendary James 'Thunder' Early.""]",0.674102,/jrtyk21qp9oVHveellwoyp825q2.jpg,"[{u'name': u'Paramount Pictures', u'id': 4}, {u'name': u'DreamWorks SKG', u'id': 27}, {u'name': u'Laurence Mark Productions', u'id': 415}]","[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",2006-12-25,154937680,134.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,[u'One Dream Will Change Everything'],[u'Dreamgirls'],False,6.4,209
False,/qaIp1QqcvvQnWLYQmeZWlIcQUGz.jpg,,0,"[{u'id': 18, u'name': u'Drama'}]",http://www.princesaslapelicula.com/,1127,tt0434292,200,es,[u'Princesas'],"[u'Set in Spain, the story is about friendship and love in the world of prostitution.']",0.604921,/aHg2IOpslBZGiW7IipGCGmect00.jpg,"[{u'name': u'Reposado Producciones', u'id': 669}, {u'name': u'Antena 3 Televisi\xf3n', u'id': 11737}, {u'name': u'Mediapro', u'id': 12010}, {u'name': u'Canal+ Espana', u'id': 12625}]","[{u'iso_3166_1': u'ES', u'name': u'Spain'}]",2005-09-02,0,113.0,"[{u'iso_639_1': u'es', u'name': u'Espa\xf1ol'}]",Released,[u''],[u'Princesses'],False,7.0,17
False,,,0,[],,49340,tt0051566,200,pl,[u'Dwaj ludzie z szafa'],"[u'A short Polish black and white silent movie directed by Roman Pola\u0144ski. The film features two men who emerge from the sea carrying a large wardrobe, which they proceed to carry into a town. Carrying the wardrobe, the two encounter a series of hostile events, including being attacked by a group of youths (one of whom is played by Polanski himself). Finally, they arrive back at a beach and then disappear in the sea.']",0.287315,/oG3YKrkNLVk0ir8s4LUlXXO1Bee.jpg,[],[],1958-04-01,0,15.0,"[{u'iso_639_1': u'pl', u'name': u'Polski'}]",Released,[u''],[u'Two Men and a Wardrobe'],False,6.3,10
False,/zTcYzxCUUlEA4vASpfBGKIROAmZ.jpg,,0,"[{u'id': 18, u'name': u'Drama'}]",,272820,tt2722504,200,es,[u'Sr. Pig'],"[u'On a mission to sell his last remaining prize hog and reunite with old friends, an aging farmer abandons his foreclosed farm and journeys to Mexico. After smuggling in the hog, his estranged daughter shows up, forcing them to face their past and embark on an adventurous road trip together.']",0.150563,/7BzeO82ja5IODwo31ktHwVEwQqp.jpg,"[{u'name': u'Canana Films', u'id': 1719}, {u'name': u'Relic Pictures', u'id': 73928}]","[{u'iso_3166_1': u'MX', u'name': u'Mexico'}]",2016-07-22,0,100.0,"[{u'iso_639_1': u'es', u'name': u'Espa\xf1ol'}, {u'iso_639_1': u'en', u'name': u'English'}]",Released,"[u""He's down on his luck, but up for an adventure.""]",[u'Mr. Pig'],False,6.2,6
False,/utIVFpungxCI3yIudceWSDojMhQ.jpg,,0,"[{u'id': 35, u'name': u'Comedy'}]",,99436,tt1439455,200,ja,[u'The Japanese Wife Next Door: Part 2'],"[u'Every choice you make can change the course of your life. This is the premise of THE JAPANESE WIFE NEXT DOOR series. Beginning exactly the same as Part One, a businessman\u2019s life is almost complete; all he needs is a wife. He meets two women\u2026 and this time he marries the rich one \u2014 whose family just happens to be a bunch of sado-masochistic sociopaths! Directed by \u2018Mr. Pink,\u2019 Yutaka Ikejima, and starring the sexy Yazaki Akane and with a special appearance by erotic bombshell Reiko Yamaguchi, star of part one, the JAPANESE WIFE NEXT DOOR \u2013 PART 2 is a raunchy and bizarre erotic comedy!']",0.534644,/72Bn84M1qtCYDs1DDg42iyHjRj2.jpg,[],[],2004-04-23,0,0.0,"[{u'iso_639_1': u'ja', u'name': u'\u65e5\u672c\u8a9e'}]",Released,[u''],[u'The Japanese Wife Next Door: Part 2'],False,5.7,3
False,/s2KZouLdEnR0Yg8JpIc04lhYLSJ.jpg,,0,"[{u'id': 35, u'name': u'Comedy'}]",,33901,tt0245192,200,en,[u'Kahpe Bizans'],[u'No overview found.'],0.252605,/8TYsxRONwoQzF4plmBVEjdftwhq.jpg,[],"[{u'iso_3166_1': u'TR', u'name': u'Turkey'}]",2000-01-21,0,0.0,"[{u'iso_639_1': u'tr', u'name': u'T\xfcrk\xe7e'}]",Released,[u''],[u'Kahpe Bizans'],False,4.8,6
False,,,0,"[{u'id': 18, u'name': u'Drama'}, {u'id': 10749, u'name': u'Romance'}]",,263278,tt3397026,200,tr,[u'Senin Hikayen'],"[u'Hakan and Esra are a married couple in their mid-thirties. They are both uncertain about having a baby, but life has a surprise for them.']",0.203145,/dIH1BxjzwvgzFOc56PA90XddNNr.jpg,[],"[{u'iso_3166_1': u'TR', u'name': u'Turkey'}]",2013-12-27,0,109.0,"[{u'iso_639_1': u'tr', u'name': u'T\xfcrk\xe7e'}]",Released,[u'This is a real story... Because it belongs to all of us.'],[u'Senin Hikayen'],False,0.0,0
False,/7wR0iwLHMGpai7vWZXT7f5U86xp.jpg,,0,"[{u'id': 35, u'name': u'Comedy'}, {u'id': 18, u'name': u'Drama'}]",,263281,tt3013588,200,fr,[u'Avis de mistral'],"[u'Lea, Adrian, and their little brother Theo, born deaf, go on holiday in Provence with their grandfather, Paul ""Oliveron"" they never met because of a family quarrel. It is not the holidays they dreamed, especially their father announced yesterday that he was leaving the house. In less than 24 hours, it is the clash of generations between teenagers and a grandfather they believe psycho. A wrong. Because the turbulent past will resurface and Paul Seventies will land deep in the Alpilles. During this summer tormented both generations will be processed one by the other.']",0.156666,/s0xvudPBROrbkLWGbfwVg3o5AdM.jpg,"[{u'name': u'Gaumont', u'id': 9}, {u'name': u'France 2 Cin\xe9ma', u'id': 15671}, {u'name': u'L\xe9gende Films', u'id': 22997}]","[{u'iso_3166_1': u'FR', u'name': u'France'}]",2014-04-02,0,105.0,"[{u'iso_639_1': u'en', u'name': u'English'}, {u'iso_639_1': u'fr', u'name': u'Fran\xe7ais'}]",Released,[u''],[u'Our Summer in Provence'],False,6.5,59
False,/cz69kt1zsgGnJ3QlZKKS62dQ7AC.jpg,"{u'backdrop_path': None, u'poster_path': u'/yWIVyrHMJkRl9zhxexZSUXyXtIN.jpg', u'id': 294834, u'name': u'Vixens Collection'}",0,"[{u'id': 35, u'name': u'Comedy'}]",,5651,tt0075376,200,en,[u'Up!'],"[u'Up! is a 1976 soft core sex comedy film directed by American filmmaker Russ Meyer. The plot centers around a bizarre murder mystery involving the death of former Nazi Adolf Schwartz, a caricature of Adolf Hitler, who was living in hiding in a Bavarian style castle in Northern California.Kitten Natividad plays the ""Greek Chorus"", who appears nude between scenes throughout the film to provide narration, plot details, and updates.']",0.200022,/jtGWztv5y3c1LzTzTqoRbECZ0y4.jpg,[],"[{u'iso_3166_1': u'US', u'name': u'United States of America'}]",1976-10-01,0,80.0,"[{u'iso_639_1': u'en', u'name': u'English'}]",Released,"[u""If you don't see Up! \u2026 you'll feel down!""]",[u'Up!'],False,5.6,21
